mutant_id	result_id	mutated_formal_path	mutation_operator	scientific_meaning	expected_failing_proof_goal	equivalent_mutant_status	python_result	python_detail	wolfram_result
FLUX-D5.MUTANT.CLAIM	FLUX-D5	formal/mutants/FLUX-D5.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	FLUX-D5.FINITE.01	non_equivalent	KILLED	FLUX-D5.FINITE.01.mathematical.json: ValueError: Canonical result hash mismatch | FLUX-D5.IDENTITY.03.mathematical.json: ValueError: Canonical result hash mismatch | FLUX-D5.RECURRENCE.02.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G1.MUTANT.CLAIM	MAX-G1	formal/mutants/MAX-G1.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G1.CARRIER.01	non_equivalent	KILLED	MAX-G1.CARRIER.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G1.CLEAR.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G1.CLOSURE.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G2.MUTANT.CLAIM	MAX-G2	formal/mutants/MAX-G2.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G2.ANCHOR.01	non_equivalent	KILLED	MAX-G2.ANCHOR.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G2.ORDER.02.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G3.MUTANT.CLAIM	MAX-G3	formal/mutants/MAX-G3.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G3.RESIDUAL.01	non_equivalent	KILLED	MAX-G3.CHAIN.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G3.REDUCTION.03.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G3.RESIDUAL.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G4.MUTANT.CLAIM	MAX-G4	formal/mutants/MAX-G4.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G4.REVERSAL.01	non_equivalent	KILLED	MAX-G4.COMPLEXITY.04.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G4.MULTISET.03.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G4.REVERSAL.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G4.TIE.02.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G5.MUTANT.CLAIM	MAX-G5	formal/mutants/MAX-G5.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G5.TYPES.01	non_equivalent	KILLED	MAX-G5.GORDAN.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G5.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G5.TYPES.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G6.MUTANT.CLAIM	MAX-G6	formal/mutants/MAX-G6.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G6.ENUM.01	non_equivalent	KILLED	MAX-G6.CONE.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G6.ENUM.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G6.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G6.PROVENANCE.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G7.MUTANT.CLAIM	MAX-G7	formal/mutants/MAX-G7.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G7.RANK.01	non_equivalent	KILLED	MAX-G7.CONTACT.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G7.FACTORIZATION.04.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G7.RANK.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G7.RAY.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G8.MUTANT.CLAIM	MAX-G8	formal/mutants/MAX-G8.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G8.SHARP.01	non_equivalent	KILLED	MAX-G8.BOUNDARY.03.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G8.CAPACITY.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G8.CHEBYSHEV.04.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G8.SHARP.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G9.MUTANT.CLAIM	MAX-G9	formal/mutants/MAX-G9.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	MAX-G9.LAWTOENV.01	non_equivalent	KILLED	MAX-G9.CONVEX.03.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G9.ENVTOLAW.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G9.LAWTOENV.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SEL-F1.MUTANT.CLAIM	SEL-F1	formal/mutants/SEL-F1.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	SEL-F1.RAYS.01	non_equivalent	KILLED	SEL-F1.MEASURE.04.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F1.RAYS.01.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F1.SPHERE.02.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F1.WITNESS.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SEL-F2.MUTANT.CLAIM	SEL-F2	formal/mutants/SEL-F2.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	SEL-F2.SCORES.01	non_equivalent	KILLED	SEL-F2.COMMONLAW.04.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.EUCLIDEAN.02.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.FROBENIUS.03.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.SCORES.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SUP-E1.MUTANT.CLAIM	SUP-E1	formal/mutants/SUP-E1.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	SUP-E1.DERIVATIVE.01	non_equivalent	KILLED	SUP-E1.BOUND.02.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E1.DERIVATIVE.01.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E1.GENERAL.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SUP-E2.MUTANT.CLAIM	SUP-E2	formal/mutants/SUP-E2.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	SUP-E2.CONTRADICTION.01	non_equivalent	KILLED	SUP-E2.CONTRADICTION.01.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E2.QUADRATIC.02.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E2.ZEROEXTEND.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SUP-E3.MUTANT.CLAIM	SUP-E3	formal/mutants/SUP-E3.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	SUP-E3.ROOT.01	non_equivalent	KILLED	SUP-E3.ENERGY.02.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E3.EXISTENCE.03.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E3.ROOT.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SUP-E4.MUTANT.CLAIM	SUP-E4	formal/mutants/SUP-E4.MUTANT.CLAIM.json	result_specific_conclusion_change	Changes one registered exact consequence while retaining the result identity and declared scope.	SUP-E4.COEFFICIENT.01	non_equivalent	KILLED	SUP-E4.COEFFICIENT.01.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E4.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E4.REPAIR.02.mathematical.json: ValueError: Canonical result hash mismatch | SUP-E4.TRILEMMA.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B2.MUTANT.STRICT_TO_NONSTRICT	CHG-B2	formal/mutants/CHG-B2.MUTANT.STRICT_TO_NONSTRICT.json	strict_to_nonstrict	strict to nonstrict	CHG-B2.ASSUMPTIONS.01	non_equivalent	KILLED	CHG-B2.ANCHORS.05.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.ASSUMPTIONS.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.BOUNDARY.04.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.EXTENSION.03.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.KKT.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B2.MUTANT.NONSTRICT_TO_STRICT	CHG-B2	formal/mutants/CHG-B2.MUTANT.NONSTRICT_TO_STRICT.json	nonstrict_to_strict	nonstrict to strict	CHG-B2.ASSUMPTIONS.01	non_equivalent	KILLED	CHG-B2.ANCHORS.05.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.ASSUMPTIONS.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.BOUNDARY.04.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.EXTENSION.03.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.KKT.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B2.MUTANT.POSITIVE_TO_NONNEGATIVE	CHG-B2	formal/mutants/CHG-B2.MUTANT.POSITIVE_TO_NONNEGATIVE.json	positive_to_nonnegative	positive to nonnegative	CHG-B2.ASSUMPTIONS.01	non_equivalent	KILLED	CHG-B2.ANCHORS.05.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.ASSUMPTIONS.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.BOUNDARY.04.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.EXTENSION.03.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.KKT.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G1.MUTANT.OMITTED_CANDIDATE_MULTIPLICITY	MAX-G1	formal/mutants/MAX-G1.MUTANT.OMITTED_CANDIDATE_MULTIPLICITY.json	omitted_candidate_multiplicity	omitted candidate multiplicity	MAX-G1.CARRIER.01	non_equivalent	KILLED	MAX-G1.CARRIER.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G1.CLEAR.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G1.CLOSURE.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G1.MUTANT.OMITTED_BASE_MASS	MAX-G1	formal/mutants/MAX-G1.MUTANT.OMITTED_BASE_MASS.json	omitted_base_mass	omitted base mass	MAX-G1.CARRIER.01	non_equivalent	KILLED	MAX-G1.CARRIER.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G1.CLEAR.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G1.CLOSURE.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G2.MUTANT.REVERSED_PROBABILITY_CROSS_PRODUCT	MAX-G2	formal/mutants/MAX-G2.MUTANT.REVERSED_PROBABILITY_CROSS_PRODUCT.json	reversed_probability_cross_product	reversed probability cross product	MAX-G2.ANCHOR.01	non_equivalent	KILLED	MAX-G2.ANCHOR.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G2.ORDER.02.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G2.MUTANT.MISSING_NORMALIZATION	MAX-G2	formal/mutants/MAX-G2.MUTANT.MISSING_NORMALIZATION.json	missing_normalization	missing normalization	MAX-G2.ANCHOR.01	non_equivalent	KILLED	MAX-G2.ANCHOR.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G2.ORDER.02.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B2.MUTANT.WRONG_ACTIVE_SET_SIZE	CHG-B2	formal/mutants/CHG-B2.MUTANT.WRONG_ACTIVE_SET_SIZE.json	wrong_active_set_size	wrong active set size	CHG-B2.ASSUMPTIONS.01	non_equivalent	KILLED	CHG-B2.ANCHORS.05.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.ASSUMPTIONS.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.BOUNDARY.04.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.EXTENSION.03.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.KKT.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B9.MUTANT.P_SUBSTITUTED_FOR_Q	CHG-B9	formal/mutants/CHG-B9.MUTANT.P_SUBSTITUTED_FOR_Q.json	p_substituted_for_q	p substituted for q	CHG-B9.NORMALIZE.01	non_equivalent	KILLED	CHG-B9.GAPS.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B9.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B9.NORMALIZE.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B9.PROFILE.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B2.MUTANT.WRONG_FIRST_ZERO_BOUNDARY_SIDE	CHG-B2	formal/mutants/CHG-B2.MUTANT.WRONG_FIRST_ZERO_BOUNDARY_SIDE.json	wrong_first_zero_boundary_side	wrong first zero boundary side	CHG-B2.ASSUMPTIONS.01	non_equivalent	KILLED	CHG-B2.ANCHORS.05.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.ASSUMPTIONS.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.BOUNDARY.04.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.EXTENSION.03.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.KKT.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B2.MUTANT.MISSING_ZERO_TAIL	CHG-B2	formal/mutants/CHG-B2.MUTANT.MISSING_ZERO_TAIL.json	missing_zero_tail	missing zero tail	CHG-B2.ASSUMPTIONS.01	non_equivalent	KILLED	CHG-B2.ANCHORS.05.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.ASSUMPTIONS.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.BOUNDARY.04.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.EXTENSION.03.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.KKT.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CHG-B2.MUTANT.CHANGED_KKT_MULTIPLIER_SIGN	CHG-B2	formal/mutants/CHG-B2.MUTANT.CHANGED_KKT_MULTIPLIER_SIGN.json	changed_kkt_multiplier_sign	changed kkt multiplier sign	CHG-B2.ASSUMPTIONS.01	non_equivalent	KILLED	CHG-B2.ANCHORS.05.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.ASSUMPTIONS.01.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.BOUNDARY.04.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.EXTENSION.03.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.KKT.02.mathematical.json: ValueError: Canonical result hash mismatch | CHG-B2.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SEL-F2.MUTANT.REMOVED_MATCHED_ROW	SEL-F2	formal/mutants/SEL-F2.MUTANT.REMOVED_MATCHED_ROW.json	removed_matched_row	removed matched row	SEL-F2.SCORES.01	non_equivalent	KILLED	SEL-F2.COMMONLAW.04.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.EUCLIDEAN.02.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.FROBENIUS.03.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.SCORES.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
FIN-A3.MUTANT.ACCIDENTAL_ANSWER_TYPE_COERCION	FIN-A3	formal/mutants/FIN-A3.MUTANT.ACCIDENTAL_ANSWER_TYPE_COERCION.json	accidental_answer_type_coercion	accidental answer type coercion	FIN-A3.MARGINALS.01	non_equivalent	KILLED	FIN-A3.EDGECASES.03.mathematical.json: ValueError: Finite replay proof goal FIN-A3.MARGINALS.01 differs from its trusted exact algorithm | FIN-A3.MARGINALS.01.mathematical.json: ValueError: Proof record proves a different proof-goal claim | FIN-A3.NONTERMINATION.02.mathematical.json: ValueError: Finite replay proof goal FIN-A3.MARGINALS.01 differs from its trusted exact algorithm | FIN-A3.TYPES.04.mathematical.json: ValueError: Finite replay proof goal FIN-A3.MARGINALS.01 differs from its trusted exact algorithm	KILLED
FIN-A3.MUTANT.MISSING_SERIAL_NONTERMINATION_MASS	FIN-A3	formal/mutants/FIN-A3.MUTANT.MISSING_SERIAL_NONTERMINATION_MASS.json	missing_serial_nontermination_mass	missing serial nontermination mass	FIN-A3.MARGINALS.01	non_equivalent	KILLED	FIN-A3.EDGECASES.03.mathematical.json: ValueError: Canonical result hash mismatch | FIN-A3.MARGINALS.01.mathematical.json: ValueError: Canonical result hash mismatch | FIN-A3.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch | FIN-A3.NONTERMINATION.02.mathematical.json: ValueError: Canonical result hash mismatch | FIN-A3.TYPES.04.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CALC-F1.MUTANT.DISPLAYED_SUPPORT_FOR_COMPLETE_GEN	CALC-F1	formal/mutants/CALC-F1.MUTANT.DISPLAYED_SUPPORT_FOR_COMPLETE_GEN.json	displayed_support_for_complete_gen	displayed support for complete gen	CALC-F1.ADMISSION.01	non_equivalent	KILLED	CALC-F1.ADMISSION.01.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.PROGRESS.02.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.REFUSALS.05.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.TERMINATION.04.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.WITNESS.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
APP-MCC-GRID.MUTANT.PLOTTED_GRID_FOR_CONTINUUM	APP-MCC-GRID	formal/mutants/APP-MCC-GRID.MUTANT.PLOTTED_GRID_FOR_CONTINUUM.json	plotted_grid_for_continuum	plotted grid for continuum	APP-MCC-GRID.CONTINUUM.01	non_equivalent	KILLED	APP-MCC-GRID.CONTINUUM.01.mathematical.json: ValueError: Canonical result hash mismatch | APP-MCC-GRID.LATTICE.02.mathematical.json: ValueError: Canonical result hash mismatch | APP-MCC-GRID.VERDICT.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G3.MUTANT.DELETED_REDUCTION_TAG	MAX-G3	formal/mutants/MAX-G3.MUTANT.DELETED_REDUCTION_TAG.json	deleted_reduction_tag	deleted reduction tag	MAX-G3.RESIDUAL.01	non_equivalent	KILLED	MAX-G3.CHAIN.02.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G3.REDUCTION.03.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G3.RESIDUAL.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
MAX-G4.MUTANT.DUPLICATE_ROWS_ALLOWED	MAX-G4	formal/mutants/MAX-G4.MUTANT.DUPLICATE_ROWS_ALLOWED.json	duplicate_rows_allowed	duplicate rows allowed	MAX-G4.REVERSAL.01	non_equivalent	KILLED	MAX-G4.COMPLEXITY.04.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G4.MULTISET.03.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G4.REVERSAL.01.mathematical.json: ValueError: Canonical result hash mismatch | MAX-G4.TIE.02.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
SEL-F2.MUTANT.REMOVED_SOURCE_ASSUMPTION	SEL-F2	formal/mutants/SEL-F2.MUTANT.REMOVED_SOURCE_ASSUMPTION.json	removed_source_assumption	removed source assumption	SEL-F2.SCORES.01	non_equivalent	KILLED	SEL-F2.COMMONLAW.04.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.EUCLIDEAN.02.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.FROBENIUS.03.mathematical.json: ValueError: Canonical result hash mismatch | SEL-F2.SCORES.01.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
CALC-F1.MUTANT.SINGLE_WITNESS_FOR_COMPLETE_WITNESS_SET	CALC-F1	formal/mutants/CALC-F1.MUTANT.SINGLE_WITNESS_FOR_COMPLETE_WITNESS_SET.json	single_witness_for_complete_witness_set	single witness for complete witness set	CALC-F1.ADMISSION.01	non_equivalent	KILLED	CALC-F1.ADMISSION.01.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.METAPROOF.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.PROGRESS.02.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.REFUSALS.05.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.TERMINATION.04.mathematical.json: ValueError: Canonical result hash mismatch | CALC-F1.WITNESS.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
APP-MCC-GRID.MUTANT.ROUNDED_DECIMAL_FOR_EXACT_RATIONAL	APP-MCC-GRID	formal/mutants/APP-MCC-GRID.MUTANT.ROUNDED_DECIMAL_FOR_EXACT_RATIONAL.json	rounded_decimal_for_exact_rational	rounded decimal for exact rational	APP-MCC-GRID.CONTINUUM.01	non_equivalent	KILLED	APP-MCC-GRID.CONTINUUM.01.mathematical.json: ValueError: Canonical result hash mismatch | APP-MCC-GRID.LATTICE.02.mathematical.json: ValueError: Canonical result hash mismatch | APP-MCC-GRID.VERDICT.03.mathematical.json: ValueError: Canonical result hash mismatch	KILLED
