proof_id	result_id	proof_goal_id	proof_method	path	sha256	formal_statement_sha256	claim_sha256	foundation_dependencies	result_dependencies	python_replay_status
CHG-B13.METAPROOF.LEAN.PROOF	CHG-B13	CHG-B13.METAPROOF	LeanKernelProof	formal/proofs/CHG-B13.METAPROOF.mathematical.json	41ef9d498218bf122ab94cc73b2e7750eb197b30dd7a9ab24babc05fcdd9fb24	66b25e95ff6c7f35a3ab560af9bd148c58dc94f82432d6967ee8a6e8287f6854	e2f2de5fd60e9b7b6fc23492d93bed463dc68fd59899ec36e78e8054924725d5	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B13.PARABOLA.01.SEMANTIC.PROOF	CHG-B13	CHG-B13.PARABOLA.01	SemanticDerivationProof	formal/proofs/CHG-B13.PARABOLA.01.mathematical.json	fce79fb702def33034e6ccd3b9e6850580027f701cb8159b83408080a4d55287	66b25e95ff6c7f35a3ab560af9bd148c58dc94f82432d6967ee8a6e8287f6854	3bf19690f027224c2ccfc84e508ec8dd7ea88bfe32a6b7838adfcdb46db101b5	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B13.QUANTILE.03.SEMANTIC.PROOF	CHG-B13	CHG-B13.QUANTILE.03	SemanticDerivationProof	formal/proofs/CHG-B13.QUANTILE.03.mathematical.json	4c0746a5b39ffa86efa087e30ed88609f545a9b2c44c37d21208bc834e0e711b	66b25e95ff6c7f35a3ab560af9bd148c58dc94f82432d6967ee8a6e8287f6854	e8da567e14f6e6e0ff9c6d43da0993e5f81a3539d4bf481c9b0865201798f34b	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B14.COEFFICIENT.02.SEMANTIC.PROOF	CHG-B14	CHG-B14.COEFFICIENT.02	SemanticDerivationProof	formal/proofs/CHG-B14.COEFFICIENT.02.mathematical.json	2655cbf4b496427f3cc02c2fecb9267a45cdf7866a02dba30ff6d6d5bb89c7a0	d4f9fefa43ed762b250d43a16cb5569cea37d41d69897ac95458020b00c61dbd	312f63806612d22600b0a5fc0a31ced9d5fa512924e7170ffec7bea6c005f5e1	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B14.CONTINUITY.03.SEMANTIC.PROOF	CHG-B14	CHG-B14.CONTINUITY.03	SemanticDerivationProof	formal/proofs/CHG-B14.CONTINUITY.03.mathematical.json	3578512b33c81ee1234bb3c2e5025a6293b56d4f2ecccc7e728efba1fc5decfa	d4f9fefa43ed762b250d43a16cb5569cea37d41d69897ac95458020b00c61dbd	575bd27141507752c6fcee4630fd1808873b99dcbc8dca8cde56f0c605bdcffc	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B14.METAPROOF.LEAN.PROOF	CHG-B14	CHG-B14.METAPROOF	LeanKernelProof	formal/proofs/CHG-B14.METAPROOF.mathematical.json	4f49ba98465b509dc63927122a8886e4deeb7646ba3b6a41c536426a5fb86d80	d4f9fefa43ed762b250d43a16cb5569cea37d41d69897ac95458020b00c61dbd	6a28cf8f71c092b315c4eb292838493e08884aafe4ee95abf5c5d7f79ef58b90	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B14.REGIMES.01.SEMANTIC.PROOF	CHG-B14	CHG-B14.REGIMES.01	SemanticDerivationProof	formal/proofs/CHG-B14.REGIMES.01.mathematical.json	00af098b7945b86960bf7d9a45f7592b174285b16b363fcfb6e31542cd2c5537	d4f9fefa43ed762b250d43a16cb5569cea37d41d69897ac95458020b00c61dbd	9ca374f6544cacea8d1804746da5eab7ef3e4a9db808a9303eeecbb82aa33de4	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2;CHG-B9	PASS
CHG-B15.EQUALITY.01.SEMANTIC.PROOF	CHG-B15	CHG-B15.EQUALITY.01	SemanticDerivationProof	formal/proofs/CHG-B15.EQUALITY.01.mathematical.json	0622cc662b094a7b6f896a5a713d6809bfd1b04155e045fdeea10288639e740d	c527421dba6c9b3ffca160a6f467073ae713069baa69e1772b1ed8fb10f120b9	8220d2e026d298b9ab3cf63b569fa28591bdd8912a96bc865c89ab630055bce3	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B5	PASS
CHG-B15.METAPROOF.LEAN.PROOF	CHG-B15	CHG-B15.METAPROOF	LeanKernelProof	formal/proofs/CHG-B15.METAPROOF.mathematical.json	99d093e46e00fa9104a381e12ce00dde909ed3d26e19fe57ad365c565a5719da	c527421dba6c9b3ffca160a6f467073ae713069baa69e1772b1ed8fb10f120b9	ce5698fa3f77e252ce362d019610968408b4ad14d2a351628c8d0f768de08ad8	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B5	PASS
CHG-B15.PATH.03.SEMANTIC.PROOF	CHG-B15	CHG-B15.PATH.03	SemanticDerivationProof	formal/proofs/CHG-B15.PATH.03.mathematical.json	8ebf7286f7f0f3c5278028390492a94f09b90fa067ab2bef3a6152787c5efba1	c527421dba6c9b3ffca160a6f467073ae713069baa69e1772b1ed8fb10f120b9	fcadd3a6605f898a4607dd7d81af191b5f83468b1bce53f97615cfe3c6bb1ee4	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B5	PASS
CHG-B15.UPCAST.04.SEMANTIC.PROOF	CHG-B15	CHG-B15.UPCAST.04	SemanticDerivationProof	formal/proofs/CHG-B15.UPCAST.04.mathematical.json	72e99776f0e64ef7080e02d86b6357f2f8824f972c9a23fa8eb17b8ca6aa7d9b	c527421dba6c9b3ffca160a6f467073ae713069baa69e1772b1ed8fb10f120b9	abcad0f88ad170abda400451989b58b12e3f8834c360da13e04f86d831eef028	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B5	PASS
CHG-B15.VARIATIONAL.02.SEMANTIC.PROOF	CHG-B15	CHG-B15.VARIATIONAL.02	SemanticDerivationProof	formal/proofs/CHG-B15.VARIATIONAL.02.mathematical.json	afdfc4711a89dc048ac31f694df21eb6de58c8e461b5881350d9a83270c934ad	c527421dba6c9b3ffca160a6f467073ae713069baa69e1772b1ed8fb10f120b9	aa5e01001f76c0f7c437c0194241f7bec8f530b94529d4519cd4149f7eba6b59	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001	CHG-B2;CHG-B5	PASS
CHG-B16.LAMBDA.01.SEMANTIC.PROOF	CHG-B16	CHG-B16.LAMBDA.01	SemanticDerivationProof	formal/proofs/CHG-B16.LAMBDA.01.mathematical.json	a6bb83bfe7d209d117bf5252dcc8089cf272d83478be4ed79f5f8291fef0e6b3	a9c1e346317641d96510e1553d7e95cc0300a82b91d1ce7b9d33e77ce0276568	efcc027880557fdb3d1ae71a4de9a63f45412b2e1b663b594d9d4e307c3952f0	FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B16.METAPROOF.LEAN.PROOF	CHG-B16	CHG-B16.METAPROOF	LeanKernelProof	formal/proofs/CHG-B16.METAPROOF.mathematical.json	afb3e72b5a92b6879c81a5f34ff64aa45e456b98d40510d3a9acee30a3d19dcb	a9c1e346317641d96510e1553d7e95cc0300a82b91d1ce7b9d33e77ce0276568	c0d0124d774ec383083c024cff8f2a49c0bd7537dc7e684a21e879c9f61604d6	FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B16.NONCOMMUTE.05.SEMANTIC.PROOF	CHG-B16	CHG-B16.NONCOMMUTE.05	SemanticDerivationProof	formal/proofs/CHG-B16.NONCOMMUTE.05.mathematical.json	863b34c0b6c7b37ddcd2cb9b9ee6ab85b7a099eecaa7c7c733c22f1685045513	a9c1e346317641d96510e1553d7e95cc0300a82b91d1ce7b9d33e77ce0276568	ab5f41a32c8e5b40c62aab2127a5ad23ac3471a4669bf300fa9aa7e359c2c401	FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B16.ONEFOLLOWER.02.SEMANTIC.PROOF	CHG-B16	CHG-B16.ONEFOLLOWER.02	SemanticDerivationProof	formal/proofs/CHG-B16.ONEFOLLOWER.02.mathematical.json	d2c2f777e377e6602a45ffb218ef4fc2bb30d98e7461afcc1efbbd561d61a17f	a9c1e346317641d96510e1553d7e95cc0300a82b91d1ce7b9d33e77ce0276568	155c1f0e7c946a717d5feb4935b2ec0a5e9ccbe898450908ea5fe620d6eb3566	FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B16.POSITIVITY.03.LEAN.PROOF	CHG-B16	CHG-B16.POSITIVITY.03	LeanKernelProof	formal/proofs/CHG-B16.POSITIVITY.03.mathematical.json	20b98dad92587f6a3914ac0c2bd632c177d103ad0821cba91574208fa25dc27e	a9c1e346317641d96510e1553d7e95cc0300a82b91d1ce7b9d33e77ce0276568	60775828622f1fb7c18118539832a3010e640890a3913d0f445ee104ed0cfabe	FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B16.SUPPORT.04.SEMANTIC.PROOF	CHG-B16	CHG-B16.SUPPORT.04	SemanticDerivationProof	formal/proofs/CHG-B16.SUPPORT.04.mathematical.json	bf76a30e29249cb212d687c3950d26e9612b43a321211b6fc118e337ae5f3f41	a9c1e346317641d96510e1553d7e95cc0300a82b91d1ce7b9d33e77ce0276568	3b022290868af01bf979babb260fefe73a06e8e3a4ab5c1a06156214f4d9cf87	FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B2.ANCHORS.05.SEMANTIC.PROOF	CHG-B2	CHG-B2.ANCHORS.05	SemanticDerivationProof	formal/proofs/CHG-B2.ANCHORS.05.mathematical.json	5eb20f6516aeaa3a6e3498be253f4e0703dabf8d4de490765901237955a701f2	b9a1447bb0746758acbbb8a55037874e1ead236997da2c4f0a5360a89f7faafe	a3a40848554f4180e10ffa784c0a8ee2e6040c7f09b58342f984ea52d69cdbd7	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B1	PASS
CHG-B2.ASSUMPTIONS.01.SEMANTIC.PROOF	CHG-B2	CHG-B2.ASSUMPTIONS.01	SemanticDerivationProof	formal/proofs/CHG-B2.ASSUMPTIONS.01.mathematical.json	b2b56f6221461938c316ab6bbc56560e27a3e5fe04de58d9d459c6d8a3daa36d	b9a1447bb0746758acbbb8a55037874e1ead236997da2c4f0a5360a89f7faafe	b0de1bb12d05fd7e7bcbad48c85756cd898b8ef9c8bc42b2d0ff3990dc990858	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B1	PASS
CHG-B2.BOUNDARY.04.SEMANTIC.PROOF	CHG-B2	CHG-B2.BOUNDARY.04	SemanticDerivationProof	formal/proofs/CHG-B2.BOUNDARY.04.mathematical.json	8f6bd82bfda58f85d0fa7ea095f6dfdb727370e367bee20e2fb145f54d55400f	b9a1447bb0746758acbbb8a55037874e1ead236997da2c4f0a5360a89f7faafe	73c30420ac4cd665b3c18a272d9b6a2097b1fd3e2d3e96021dbb83de46a0af05	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B1	PASS
CHG-B2.EXTENSION.03.SEMANTIC.PROOF	CHG-B2	CHG-B2.EXTENSION.03	SemanticDerivationProof	formal/proofs/CHG-B2.EXTENSION.03.mathematical.json	6b8fd9ce0ec515878d1ea004c006d6741787060454065e90954cd2852f258f13	b9a1447bb0746758acbbb8a55037874e1ead236997da2c4f0a5360a89f7faafe	0338f46e7d22e383ea1919c977b944ef03a5f863fa6413f48859e1fbacb852a9	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B1	PASS
CHG-B2.KKT.02.SEMANTIC.PROOF	CHG-B2	CHG-B2.KKT.02	SemanticDerivationProof	formal/proofs/CHG-B2.KKT.02.mathematical.json	b029f973b25cdaaa9082cba9d149587cf834b3daadf5347313f138c7ad7d0285	b9a1447bb0746758acbbb8a55037874e1ead236997da2c4f0a5360a89f7faafe	2611adf1dc2ab1bd26dd6fa588e6a6170391474f6c5fc785d2aa96cc89dbc495	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B1	PASS
CHG-B2.METAPROOF.LEAN.PROOF	CHG-B2	CHG-B2.METAPROOF	LeanKernelProof	formal/proofs/CHG-B2.METAPROOF.mathematical.json	f0fd8cafa235af757275d2a6a350fc08b6ae762ca931ed48c4d4535bcd1ba9f5	b9a1447bb0746758acbbb8a55037874e1ead236997da2c4f0a5360a89f7faafe	62f07fdbb8090ba89fb26aed30850cca5853eb8bae2b58c6efb5884641f163b8	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B1	PASS
CHG-B3.METAPROOF.LEAN.PROOF	CHG-B3	CHG-B3.METAPROOF	LeanKernelProof	formal/proofs/CHG-B3.METAPROOF.mathematical.json	8e8cd172fe51402409ea9940c0328cda5b83f16121645bf17e2b390b93d7876c	8a965f5fbd8b41f4e01be065015e4a1f6a8b285f28873af4d09e62d8d69c5954	ccbf549c057ba6197c4b14aed7bcea327b7c6d7bc4c83545c25858801c373f12	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001	CHG-B2	PASS
CHG-B3.PROJECTION.04.SEMANTIC.PROOF	CHG-B3	CHG-B3.PROJECTION.04	SemanticDerivationProof	formal/proofs/CHG-B3.PROJECTION.04.mathematical.json	ad33003ab2d6b247a1a8b36365af42bb71fd84220092578ac0304786dd429790	8a965f5fbd8b41f4e01be065015e4a1f6a8b285f28873af4d09e62d8d69c5954	597cdfff75dc46f889436100aa89196d88826d7f23862f0f972cda0caee61325	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001	CHG-B2	PASS
CHG-B3.SATURATED.02.SEMANTIC.PROOF	CHG-B3	CHG-B3.SATURATED.02	SemanticDerivationProof	formal/proofs/CHG-B3.SATURATED.02.mathematical.json	cda00f83a4cddf033635fdff36e7040defa597cacc58c2a37d50912322aabd61	8a965f5fbd8b41f4e01be065015e4a1f6a8b285f28873af4d09e62d8d69c5954	d8a10d2289d3262123c409ed7316c10e171191886d5ed299fb17c65cbf41715d	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001	CHG-B2	PASS
CHG-B3.SUPPORT.03.SEMANTIC.PROOF	CHG-B3	CHG-B3.SUPPORT.03	SemanticDerivationProof	formal/proofs/CHG-B3.SUPPORT.03.mathematical.json	1ee811f76e5322179e64e5f2bf7b3ffea269daf7af408e75bfca0175b7116f71	8a965f5fbd8b41f4e01be065015e4a1f6a8b285f28873af4d09e62d8d69c5954	c7a7a724750cb181e59710e0d18cec7abe4c10474b77c008b98ffa40073e2d12	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001	CHG-B2	PASS
CHG-B3.UNSATURATED.01.SEMANTIC.PROOF	CHG-B3	CHG-B3.UNSATURATED.01	SemanticDerivationProof	formal/proofs/CHG-B3.UNSATURATED.01.mathematical.json	7f0417646b0e2bed529456dcd072f898235e8944a2e74b81bffcc1d4e6df7bd4	8a965f5fbd8b41f4e01be065015e4a1f6a8b285f28873af4d09e62d8d69c5954	8feecd5591634cb1c019a2990991904b5335aba6571b43a4a51b3aa3212ac8c5	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001	CHG-B2	PASS
CHG-B4.LITTLEO.01.SEMANTIC.PROOF	CHG-B4	CHG-B4.LITTLEO.01	SemanticDerivationProof	formal/proofs/CHG-B4.LITTLEO.01.mathematical.json	3818e2a7759221e495d9ce63228d01df0985225a5233443eaad6e060e0ba6987	34101d6e7090319a35fd6626ff3a6caa9267ff06ca956fb244bc3b115fb3ab73	cc1be0062204ebb109407e2b0a890b2f4632889265d329f6f71ac38cad90c326	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001		PASS
CHG-B4.METAPROOF.LEAN.PROOF	CHG-B4	CHG-B4.METAPROOF	LeanKernelProof	formal/proofs/CHG-B4.METAPROOF.mathematical.json	65d83020a93c9e093bbcdeb36a8d42e9772cfe9789287e0047052263ff9d5e15	34101d6e7090319a35fd6626ff3a6caa9267ff06ca956fb244bc3b115fb3ab73	d347c9520ab879fa0554584aebbfcb92e2e2c454bf440db42dbc97777881d4a3	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001		PASS
CHG-B4.QUADRATIC.02.SEMANTIC.PROOF	CHG-B4	CHG-B4.QUADRATIC.02	SemanticDerivationProof	formal/proofs/CHG-B4.QUADRATIC.02.mathematical.json	aace3a7f94a0cb99eb480e0de6c7203c7d864db7620cace624e1dae9016d87d2	34101d6e7090319a35fd6626ff3a6caa9267ff06ca956fb244bc3b115fb3ab73	81c22b15e3793366444685eab82be218dd3b576c5b8f44ccda32ff5d4e31c896	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-LIMIT-001		PASS
CHG-B5.ENDPOINTS.01.SEMANTIC.PROOF	CHG-B5	CHG-B5.ENDPOINTS.01	SemanticDerivationProof	formal/proofs/CHG-B5.ENDPOINTS.01.mathematical.json	c668889cf4ac34e316960f903ef5767522a806b7de45357de183f2df35f85a0c	dfe8c2506601d0e546941522d843b98968c8326c0e9dbd44ff6e1e6f6e3fdd9b	54b79af028e1826333401d6193453582fc753dc8a3ee51f9e05eb156a3de9443	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001		PASS
CHG-B5.METAPROOF.LEAN.PROOF	CHG-B5	CHG-B5.METAPROOF	LeanKernelProof	formal/proofs/CHG-B5.METAPROOF.mathematical.json	1b747001a4c67b0c911d225cd676cabf0d66fe9458001486151a1305d017e797	dfe8c2506601d0e546941522d843b98968c8326c0e9dbd44ff6e1e6f6e3fdd9b	fc1c9a1271040c52dd7434391a0415efca779cceeede1f08b26741fb3a5e44bd	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001		PASS
CHG-B5.REPAIR.02.SEMANTIC.PROOF	CHG-B5	CHG-B5.REPAIR.02	SemanticDerivationProof	formal/proofs/CHG-B5.REPAIR.02.mathematical.json	a2228303007665b0d9e2adfd7258efca125ed5f6ef98a9555b9986ea24c99220	dfe8c2506601d0e546941522d843b98968c8326c0e9dbd44ff6e1e6f6e3fdd9b	be0f3628f16dcda3278e221e0e3a019c25a07d924d867f136fec903ce4973a07	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001		PASS
CHG-B6.CLASSIFY.01.SEMANTIC.PROOF	CHG-B6	CHG-B6.CLASSIFY.01	SemanticDerivationProof	formal/proofs/CHG-B6.CLASSIFY.01.mathematical.json	9e1b35980085f6a2f9c261c380a868c478e1856032e20961dd9cc300ea0af576	100bea8967a3ef4b5c11978fa725f77d8379cf17d052921df6cc38bce5ceaf4c	294cbc27a12755bde840ba7cce17fe8b2845efd5ca82a9898a2cd2c0e4a0ddbc	FOUND-FINITE-001;FOUND-REAL-001	CHG-B2	PASS
CHG-B6.METAPROOF.LEAN.PROOF	CHG-B6	CHG-B6.METAPROOF	LeanKernelProof	formal/proofs/CHG-B6.METAPROOF.mathematical.json	5ec67d91758e48b7ef6bc9a066e3f9a11f68471a1357acba4c1f8e32a97692bd	100bea8967a3ef4b5c11978fa725f77d8379cf17d052921df6cc38bce5ceaf4c	d9570aa1a7fa952aa2631229355fe8de3d5d475971b5314bbad7f7cc46351a3b	FOUND-FINITE-001;FOUND-REAL-001	CHG-B2	PASS
CHG-B6.ONESTEP.02.SEMANTIC.PROOF	CHG-B6	CHG-B6.ONESTEP.02	SemanticDerivationProof	formal/proofs/CHG-B6.ONESTEP.02.mathematical.json	c52819e6086401528cd6456aba157c188abe143b275ffcf3eda74648a0258457	100bea8967a3ef4b5c11978fa725f77d8379cf17d052921df6cc38bce5ceaf4c	3c980d341681749b4c24f896fd6ad7718d114125349376bc79b73984deb17714	FOUND-FINITE-001;FOUND-REAL-001	CHG-B2	PASS
CHG-B7.ASYMPTOTIC.03.SEMANTIC.PROOF	CHG-B7	CHG-B7.ASYMPTOTIC.03	SemanticDerivationProof	formal/proofs/CHG-B7.ASYMPTOTIC.03.mathematical.json	d33e97935c5550292d0cfe6613e73c968cc7ad39d2e6d3eb3c3282238b7a9f7d	afc641c94a9f75a1539fb9d0672f477638266c71d70e3329c031341e1cbbc855	7046eb4708edf833f0a67ceb66a4014d8b21a9202d03c84e9244563171c9f6d6	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B7.GAUGE.01.SEMANTIC.PROOF	CHG-B7	CHG-B7.GAUGE.01	SemanticDerivationProof	formal/proofs/CHG-B7.GAUGE.01.mathematical.json	22cc568b9b5b2972dec95d810b0a185c24cbdc0027cd560303dab8edd0fa1f1c	afc641c94a9f75a1539fb9d0672f477638266c71d70e3329c031341e1cbbc855	cd1844fe8d0ac7d8a02016014d717636108bdda12fe8c4199c4c55b77fbae4cf	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B7.METAPROOF.LEAN.PROOF	CHG-B7	CHG-B7.METAPROOF	LeanKernelProof	formal/proofs/CHG-B7.METAPROOF.mathematical.json	762d66e00da190efc22b231870d25c3ebf31dc84081bc593feae16289b6ac042	afc641c94a9f75a1539fb9d0672f477638266c71d70e3329c031341e1cbbc855	8b81cd01a90b6aa55f82357563e0627b4eb23e5426785e742b55a0fd04d39037	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B7.PHASE.02.SEMANTIC.PROOF	CHG-B7	CHG-B7.PHASE.02	SemanticDerivationProof	formal/proofs/CHG-B7.PHASE.02.mathematical.json	703db80102907bab0512fc06c077460e929a526cee4966129dcdee250eead8d2	afc641c94a9f75a1539fb9d0672f477638266c71d70e3329c031341e1cbbc855	9e6fc61277887196e3afbededad19a7b10e94c5fb516e01f58a676d6782b199a	FOUND-FINITE-001;FOUND-REAL-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B8.HORIZON.02.SEMANTIC.PROOF	CHG-B8	CHG-B8.HORIZON.02	SemanticDerivationProof	formal/proofs/CHG-B8.HORIZON.02.mathematical.json	25c1e999b4063fbb8632130d0b255e1391c86632b5e28299ae8bf3ab35946bb4	19acdecc43d3f9deb9f85dea0b717e6d6f057ff8b8956892c6ed830224af1952	32d2ea0d3ea074d0c75f2813bd2c33432312f1756849c5bd0ac094a7ca582686	FOUND-FINITE-001;FOUND-REAL-001	CHG-B6	PASS
CHG-B8.METAPROOF.LEAN.PROOF	CHG-B8	CHG-B8.METAPROOF	LeanKernelProof	formal/proofs/CHG-B8.METAPROOF.mathematical.json	8621ec58c289be10e59d7b510a670642791f7d4e0a805456eb8c177e25eb1119	19acdecc43d3f9deb9f85dea0b717e6d6f057ff8b8956892c6ed830224af1952	2bbf52ec6e798da0412cdec828f507130bf60aac18fffb5e04cfe7597298b22a	FOUND-FINITE-001;FOUND-REAL-001	CHG-B6	PASS
CHG-B8.RATIO.01.SEMANTIC.PROOF	CHG-B8	CHG-B8.RATIO.01	SemanticDerivationProof	formal/proofs/CHG-B8.RATIO.01.mathematical.json	89887057b3636f25a6e13121a8cfa0eb5375ce0d514c5c843d6c0c8eb4180844	19acdecc43d3f9deb9f85dea0b717e6d6f057ff8b8956892c6ed830224af1952	58c884a5f2615ebc6280f01c8f4ecde9509e8ca1eb6d9df44a9748acf2af6d4b	FOUND-FINITE-001;FOUND-REAL-001	CHG-B6	PASS
CHG-B9.GAPS.02.SEMANTIC.PROOF	CHG-B9	CHG-B9.GAPS.02	SemanticDerivationProof	formal/proofs/CHG-B9.GAPS.02.mathematical.json	f9622aec155958ea008b31cf05fc5f56102d6a465a0d95e1fa6a3ead2386de4e	2769fde9cc1611d9012420a3fb879f727123909502ad7bfc8c7e941d7ac108a4	00bd3369659d217425be7629f8f445b9ed0cdc0b38d3aa6313187150eface42d	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B9.METAPROOF.LEAN.PROOF	CHG-B9	CHG-B9.METAPROOF	LeanKernelProof	formal/proofs/CHG-B9.METAPROOF.mathematical.json	e1830b656351ee28c32e69c848054993c67f33c809110810854539a31b7d1234	2769fde9cc1611d9012420a3fb879f727123909502ad7bfc8c7e941d7ac108a4	df95c18930c22bf0f31fa962afeec65f9abf8fc5da901056379983e33ed16c30	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B9.NORMALIZE.01.SEMANTIC.PROOF	CHG-B9	CHG-B9.NORMALIZE.01	SemanticDerivationProof	formal/proofs/CHG-B9.NORMALIZE.01.mathematical.json	4662ecccac83cfceb9ec6e404fe3450176fc958d4f163df63664ae85c1f0fe2f	2769fde9cc1611d9012420a3fb879f727123909502ad7bfc8c7e941d7ac108a4	07fb0441239a8d99a4ac74cbeb15fda18d5c2f1d32ea9dfc9418a406dbcb6d1c	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CHG-B9.PROFILE.03.SEMANTIC.PROOF	CHG-B9	CHG-B9.PROFILE.03	SemanticDerivationProof	formal/proofs/CHG-B9.PROFILE.03.mathematical.json	9af932a9d331b978265e2cc1837c5ae2e889df6b2271fb3cbdd243db5b274899	2769fde9cc1611d9012420a3fb879f727123909502ad7bfc8c7e941d7ac108a4	c1cd2d40ad1a8c05384dac1b3ec210e049b4cb08e55ebb1b57028a5f6014feee	FOUND-FINITE-001;FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001;FOUND-LIMIT-001	CHG-B2	PASS
CTX-C1.CARRIER.03.SEMANTIC.PROOF	CTX-C1	CTX-C1.CARRIER.03	SemanticDerivationProof	formal/proofs/CTX-C1.CARRIER.03.mathematical.json	b94c1e08d31a5ef1538514ea66bd6066f6a0fec713bf8ef77f28568fb93e56f8	beed0989886f522831b6a438f872b1f19d1cdd939cc18392645e9424907a6ff8	cac26a067f4a2506c27ccdd4c677b3e91387df2ec142dadefb49e616519b05bc	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001		PASS
CTX-C1.CENTER.02.SEMANTIC.PROOF	CTX-C1	CTX-C1.CENTER.02	SemanticDerivationProof	formal/proofs/CTX-C1.CENTER.02.mathematical.json	066af1ad72b507fb9ecea6ee9ff5fa3481ea96080140f7c7140d689580948224	beed0989886f522831b6a438f872b1f19d1cdd939cc18392645e9424907a6ff8	3c0b4c7748bfe18036f3dd591b5b72ec8b9b3d84a5e5a3c7a142bb5b61fa0e3c	FOUND-REAL-001;FOUND-CONVEX-001;FOUND-KKT-001		PASS
