result_id	formal_spec	formal_statement_sha256	result_registry_statement_sha256	english_statement_sha256	portuguese_statement_sha256	english_proof	portuguese_proof	wolfram_function	python_function	proof_glob
SUP-E3	formal/specs/SUP-E3.json	9d7fbce0e9189ac1b79ec826b71040429c06a6552279fda582a058ce669dd707	ebb35d190a09430b07feb2f9a5b959541ada05affdbe459aa7cf8d42887533a1	a11934c06c48228d07b58cf74bd9ff6a640c62c0413b29212011bc0de7cbf3c1	1caec9ae5177664d1b9ed57e8b30ae4ce6f38a7b5b6ed059e54ebba580c80dc9	proofs/en/results/SUP-E3.tex	proofs/pt_BR/results/SUP-E3.tex	"RunSpecification[""SUP-E3""]"	second_order_proof_kernel.CheckProof	formal/proofs/SUP-E3.*.json
SUP-E4	formal/specs/SUP-E4.json	47890896bb1aac11ba9fc6b452ed3644bf48adb6df6b9dc07e7251193f7332ea	fd710646ab28365dae80445b02f8e55d3b11efc2519a078f6816acd855513a74	ff78bef14e2193a0d483d607855a83e0404a37199570f3a131f67ef12e75d5da	bdd3ce50274d2a098277906b6c670575efba3bd1f700a9626bf463fe91f9236b	proofs/en/results/SUP-E4.tex	proofs/pt_BR/results/SUP-E4.tex	"RunSpecification[""SUP-E4""]"	second_order_proof_kernel.CheckProof	formal/proofs/SUP-E4.*.json
SEL-F1	formal/specs/SEL-F1.json	37f5f80cbb13cfbf3e48c083564d3f916952ffcebfcb7b040f752b2bc227088e	f13b64f35d84a9aa9cd69f8f05992098b02c2c79b52e2398ea58f94ddfdd3f2b	ad3681cd7be0d740a681518095816c60757a710528e259d0a0e4139caf7257bd	44cf3cc5bd608ccff61dfe2ca1a2af57f72cc0f3006194f6cda7dc0a8b1d89f7	proofs/en/results/SEL-F1.tex	proofs/pt_BR/results/SEL-F1.tex	"RunSpecification[""SEL-F1""]"	second_order_proof_kernel.CheckProof	formal/proofs/SEL-F1.*.json
SEL-F2	formal/specs/SEL-F2.json	78aba196d83d36c130061f77e240d1b207b6bf970a7a18987415f55b9cea9fd6	4167e38409695cb90f086dc46ecd8271acceeb1ee2d69f5eaa7573c072e9b132	69554f241c154b9c6b802c73d3a3c5a34851778b49d5cfd07e51445733712ac2	72329eb96badcc68bb7fc0980593583117e23c1e9b134ba785e1e50d01066c09	proofs/en/results/SEL-F2.tex	proofs/pt_BR/results/SEL-F2.tex	"RunSpecification[""SEL-F2""]"	second_order_proof_kernel.CheckProof	formal/proofs/SEL-F2.*.json
MAX-G1	formal/specs/MAX-G1.json	6e68d3a33b0c8bd7c4ab73a6eb26ae595ff44642a089a5bf28153242d0293bc0	d3f2a80ec424ab9dbf8ac722e735cfa9a795f230237c57711c0fb35775d2ba18	15a9952240229f099e6e4c1fb48610867516c7d14f7756b13f5d08f36781a2c6	e5c9640565791ee83a1e6f4ef245b47e1bd2563002766487b3dc54a4a949de13	proofs/en/results/MAX-G1.tex	proofs/pt_BR/results/MAX-G1.tex	"RunSpecification[""MAX-G1""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G1.*.json
MAX-G2	formal/specs/MAX-G2.json	28c9ca9de73a7b3847fd506bb54f199c16952014e8777550ec33d592e9b5ff94	739aa67279017fdb7122bdfb0b1220a1dd3145ed6cf3fbc4b8080b40ed660880	2928a990fab8aa73e8e5f0e0b00738aad84feaea493c1a384855d3b56331c6b8	0c69dff6937071a85fb771265f7ef4851e822d76d5ed5d34624f05aa32a8e1ba	proofs/en/results/MAX-G2.tex	proofs/pt_BR/results/MAX-G2.tex	"RunSpecification[""MAX-G2""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G2.*.json
MAX-G3	formal/specs/MAX-G3.json	b79e41c1d08606c90d18fcc398edaf4ea4eed44f811da37dd8a38e5b2b16092f	46436f02b1810b1860643a7226e23d5adb3087bf244b4290692989d8c1f7a2d7	34e00ae5bd72a6bfc5061974762076aed479b9719b900d74be34f1c56af8f938	c6ebf86ce604c4c6d4949eb57ba3d5805873c2d0c932f657192df93e25812b0c	proofs/en/results/MAX-G3.tex	proofs/pt_BR/results/MAX-G3.tex	"RunSpecification[""MAX-G3""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G3.*.json
MAX-G4	formal/specs/MAX-G4.json	919ef83f74c653cb7c99eebb61c88365b6ec3f7b2741bb6ad91cb1d76b565ffe	9e10f6a87344d0f713f81330fc7ae9465863e50a569f054130d7fd8eda887dc7	08d83f88194df82e0f5959230d3c88666ae87682dcab1b403206d63fc6614fbc	46ade16ff7882ed51b94934723c35aae0f174a2ca4d11206704245bcf517eba6	proofs/en/results/MAX-G4.tex	proofs/pt_BR/results/MAX-G4.tex	"RunSpecification[""MAX-G4""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G4.*.json
MAX-G5	formal/specs/MAX-G5.json	9d71783e3f3c7ea48dded895addba0b8a4d374de11818b0d4c17b48906ee8fe4	873da1b487b70257109b0e0039bd280242d6ff4f8817cdb398633abe06c3995b	31d567bfb27abe873a9f777fd8b6efc166aebbf8c461e5b6e89bd19b60e537c2	7c466771d630803746101003ee09f1c0d66d329fd56cd70f553d23511090f483	proofs/en/results/MAX-G5.tex	proofs/pt_BR/results/MAX-G5.tex	"RunSpecification[""MAX-G5""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G5.*.json
MAX-G6	formal/specs/MAX-G6.json	0af24a02c4c558f776143b884ac582286ff4b84518062ee9c140766d9205f83c	2e0478517c5d7aaaa33686cfb4e2eabf0d890935745bba577a84b35aecdfbe4e	280ff12ec018d3ef43a177f2aa9054ce19d6a4dfd7973ad62244e4ec3a98b230	f646f84316ed208361e4bdccf104974681316299cf408025aafe81aa65dd744e	proofs/en/results/MAX-G6.tex	proofs/pt_BR/results/MAX-G6.tex	"RunSpecification[""MAX-G6""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G6.*.json
MAX-G7	formal/specs/MAX-G7.json	bcce9e403ac23e5419d4abcbf113cd042700fcfd557ebbb8eb47b61ee1a095df	cc0a6071b1ffe5e4401187107d6b278fad5c782f7921779899dc75a30d5b10f8	8752e5cfea081904c19f1aa23f73e9e254f5edc788be260200d65e56f2a4bd7d	8ac4e3bf674fb2760590ad81c4274fa942ef69d3ec6a1da1e840c01cc572e683	proofs/en/results/MAX-G7.tex	proofs/pt_BR/results/MAX-G7.tex	"RunSpecification[""MAX-G7""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G7.*.json
MAX-G8	formal/specs/MAX-G8.json	8d0429043e1a1606b2781cad0076ab6df1ff44b6dd9eb765fb6cad2199c7cd0f	5ec800072d7073ea0590b99735c31dffd9ca9325e14e5c1e8ccfb2cf92ec9ab3	f07da10ef6ad1f2382d422fda6334543c4ddf8e548233ea1abb95c468d8bce4f	d91e623cb68c9dd1f67f92462ca8c362369ffbf660bb139c66e911b0b0874372	proofs/en/results/MAX-G8.tex	proofs/pt_BR/results/MAX-G8.tex	"RunSpecification[""MAX-G8""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G8.*.json
MAX-G9	formal/specs/MAX-G9.json	67476bd1b115b6a7c5881dc5225883c0aa2db72e735d3e02cf5dbc2d528771d5	1c8d4bb2d40555130940651d83dde464832cc8f128db9b80909fe446d5de0630	f792183dc515385223335110e82e34a84a3e67ef860d1dc6a41f3500f3d1990c	10747e11c0de14607dae1bb52ee063fb046507dfa6f191a29e3b367201fb5f9a	proofs/en/results/MAX-G9.tex	proofs/pt_BR/results/MAX-G9.tex	"RunSpecification[""MAX-G9""]"	second_order_proof_kernel.CheckProof	formal/proofs/MAX-G9.*.json
APP-BASIC	formal/specs/APP-BASIC.json	14c3f3c79200ded31c7f33dd7dec214994a854463aedb67ba01d12fc8dfa912f	0825d6e656fdd57a782a84201d40a240503cfd426f369bcba00e9069fda922a9	87d051da4f811e494371d321a7e84fe9a2268dd4b8e596528687a11c33466a50	e2a335feb291cd4f30809651c0f2b3ebbfc0cc389f15ea32420433ba4a5ffe10	proofs/en/results/APP-BASIC.tex	proofs/pt_BR/results/APP-BASIC.tex	"RunSpecification[""APP-BASIC""]"	second_order_proof_kernel.CheckProof	formal/proofs/APP-BASIC.*.json
APP-MCC-COMP	formal/specs/APP-MCC-COMP.json	f796d0bb669392ebfeca06ca2fd90c4974d048417fb9154e496855eece25d87e	928b7b3bac6ede77ce56c70b824d812d1864bec0a229b364c246c1b563aeed11	b3ebff85741d8850f3c9f6761954d58afba0b9afcaaa1e6283a1565fbc21d666	b97ded68851ff9ce3ac824f72fb1d7597ce56df8189ccef3c10afbd008c9ac32	proofs/en/results/APP-MCC-COMP.tex	proofs/pt_BR/results/APP-MCC-COMP.tex	"RunSpecification[""APP-MCC-COMP""]"	second_order_proof_kernel.CheckProof	formal/proofs/APP-MCC-COMP.*.json
APP-MCC-GRID	formal/specs/APP-MCC-GRID.json	f019672b48a6274c318e071b932758ce3fcc6e267c2ca55354bd0be2f0889893	0c00c5ede4ab5030571a8c11ab3b37a1bf0f96c07cc19c79906e8b73258cd344	b576a7a9acec218f0fd54a354376afdc591810d3f16453652f37c4c44be04742	bb25cf4eca94da5250d2917f5efc4b9313d7801221eed1d475fef81b0fad8807	proofs/en/results/APP-MCC-GRID.tex	proofs/pt_BR/results/APP-MCC-GRID.tex	"RunSpecification[""APP-MCC-GRID""]"	second_order_proof_kernel.CheckProof	formal/proofs/APP-MCC-GRID.*.json
APP-MCC-LENGTH	formal/specs/APP-MCC-LENGTH.json	b32a629b1c0b6eebb7793055a673c171ac067c583193e1dd3c9ce87d0df4894f	7040bc145edd40b20ec6b41f0eb7db47dac8e17a4ca0d541d14a0e707243b09d	2da565ed3f0cd45e17f1dc46b3640b4fb1572dad2eac6c4a5d3ab484bcea9a54	e597953d5cdd07ef07ef3cb84390e0e7f71f03035f404a42ca3612957cab697b	proofs/en/results/APP-MCC-LENGTH.tex	proofs/pt_BR/results/APP-MCC-LENGTH.tex	"RunSpecification[""APP-MCC-LENGTH""]"	second_order_proof_kernel.CheckProof	formal/proofs/APP-MCC-LENGTH.*.json
DATA-EN-R1	formal/specs/DATA-EN-R1.json	02ecc06933372842db120743c89d86a864cef4f7a32bdc926ac468545b8a604f	92615f584c88ee9e82fd3e1ccd5c99543de9a42a87578f6af34d0d5429aecbf7	178b8c2683cf56d9184a8b586deafd89c26025475c0fd135311e956a75047fd6	8e745b5aa44087fe508a98cb900cb5ede98d87800a23017547fa99395c5671f5	proofs/en/results/DATA-EN-R1.tex	proofs/pt_BR/results/DATA-EN-R1.tex	"RunSpecification[""DATA-EN-R1""]"	second_order_proof_kernel.CheckProof	formal/proofs/DATA-EN-R1.*.json
DATA-PT-R1	formal/specs/DATA-PT-R1.json	1c15322d8bd3000dee89ae3596ea6a973fad247b7fc2d57106e05a0e1e95da4f	a730775292ce388b8d402e6135cf24c1f8936cfbcb0f8f96eac1b61e6ed4ee63	ef3b3b180bc82237e3e9c9a444b2d33ada591ab6e3d194a2070cb1118c0029a5	6f6761a216f2cd9f558eeb45c06315526d653c736710298e0321be30d9699999	proofs/en/results/DATA-PT-R1.tex	proofs/pt_BR/results/DATA-PT-R1.tex	"RunSpecification[""DATA-PT-R1""]"	second_order_proof_kernel.CheckProof	formal/proofs/DATA-PT-R1.*.json
DATA-ZH-R1	formal/specs/DATA-ZH-R1.json	b8fa10a8f6b54c54028c1bc138edb5f8fd3922604861c861af7cb3516383febc	0d6d95c2bc7975ce1c916e73cafdb7dfdf4c3508a6ccd6ec6c385f7895ddff05	bdaffa943f9b7438de0de100170716ff433e93bb3c8bace9e92b856dfab822a1	63a557225b9e25bf3b0bfa4a0e156340916c52f4d0ec4037318da64856d771f5	proofs/en/results/DATA-ZH-R1.tex	proofs/pt_BR/results/DATA-ZH-R1.tex	"RunSpecification[""DATA-ZH-R1""]"	second_order_proof_kernel.CheckProof	formal/proofs/DATA-ZH-R1.*.json
