check_id	check_type	result_id	formal_statement_sha256	english_statement_sha256	portuguese_statement_sha256	english_statement_file_sha256	portuguese_statement_file_sha256	checks	status
CHG-B11.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B11	3678fd7d865494bf27e17499109966656bbd908681b58b6bc401c907d81f1dbb	883d38b8a274ac2d7c53cdf4b5da07408934c4a680bd1926f504f2adaeec2c4e	54b3bd474ae500fd8afeb1ee55b06dab3b8e96861443030d45d1855a1bc13d91	04889f7cc61690ab33f78cf9ee10b3733b1c20749def48ff50ea99f8df29f1ed	598b184c496359833c0776f445838db91f6460fe448fcb470b6d2dd38b7621bf	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B12.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B12	f6a38e7f1b736882a25e9aa8d0fa647db29304efa79f19f37ec7b68965df6aaf	99ad4b9b6f3d6ae93734ad286b7f701a10139ea9812d7b027deedff3be440da5	fde05b1c440c52a96c44661b49a15c20ff6aff225b5fc8c91f221ed1af678fc9	53eddfa5102573c0c880ca2720e1daa313278c70c17cea71b0887ad820e2d925	4e1f1776dc926f45817758bc3407f2063ccba9d2d17c9b2905073d9b50a59934	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B13.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B13	66b25e95ff6c7f35a3ab560af9bd148c58dc94f82432d6967ee8a6e8287f6854	7a834c17e2fdaa4d858c7b12da52d14f67b3d60ca7e387196df20eecef8dda25	f3fd95a92c5418cd24a1523a734058cf76d273f6b0631b2895fb468e47ff66fd	72f5080c23d35f9582d30f126d71d781a0aefe0b35a87d21b94a4372c44bfe89	982978cf27261cfe0a923f31ec7a533cfbad45394cf1f3e675f7dcb3d13e3f5b	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B14.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B14	d4f9fefa43ed762b250d43a16cb5569cea37d41d69897ac95458020b00c61dbd	7cc73184e9c4dcf83e5a919138366049f5ff9248786b056977fbbf81053c8222	ba6b63fd9e60bca283b3fcd63c3cef12b3b4234db1ebdf0cca2cd78612669563	85b7f150d973f740a6bf6a6e6ec5f11c124cf268909eee0a1f45caf6c0331798	1205e5309999f50b73cee9320696a3cd7fab5b7e8790966a37cae18d97bc2500	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B15.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B15	c527421dba6c9b3ffca160a6f467073ae713069baa69e1772b1ed8fb10f120b9	5a46aed68d489cd887fa52eae9fec591f00a391bb7fce5c3eae3b61ce5471aef	862ae51d5b457c533b24532e20b3a89a78045770d8ac6a3cb2e29dd2c1f4be21	36d2d2c4c281cf7549b08fa8d536dc184e85610f34c38420ff9199073ad3e9aa	4f47e9bc1dd174cbfe683701c7767b6e878a6d9cc3aa5c0acba7a9f2eb6eb90d	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B16.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B16	a9c1e346317641d96510e1553d7e95cc0300a82b91d1ce7b9d33e77ce0276568	ce0e53e82722d3ad844535b5c2ffb6a317fad0a6372b7d04621446f4a0b70db4	fb261f52a2e63b6aac0d75ef155d04dd6a81357cf5f88aa1634d971f7ba214e8	7527d35148e1dcd4210f7e9c54b73472d26544305852f1e833389c77b9b836dd	5c0f87eb1495f02f3a2c05362a49bc28a78c8161c3e205b0cc0a4fdcbaffc702	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B2.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B2	b9a1447bb0746758acbbb8a55037874e1ead236997da2c4f0a5360a89f7faafe	2c9a7dcdbed6431e13426c7517a74ecba42eae809eaee1ceca66203c814c1d1a	fcd21e34871d45fdfdc3beed8ac98480a02bec4be18be3076523f77d9a63335f	bb3e1a21e99c789ceebff88c1756fa477e2b43ad054968a4ef17654290f88b15	0775eea9968faecc5a51ce545b1361402a8c7480d9a901159a68ee1aa0d3c83e	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B3.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B3	8a965f5fbd8b41f4e01be065015e4a1f6a8b285f28873af4d09e62d8d69c5954	5fec313e11624698eadf6f6b68eab3ecc4c847c385ff4bbf33a88b40293bd3ac	e2a4697ed2aeb2d85b15b1e3039ff1d98bbaa197436880f317ebe2f4914b2692	2202d0c68626e9d9fddb1b2f7742b13db00cb37564a5494534733fb88d672807	1cbc8ccc0313d7d98eaeee44b45eca131c0ad9c72f84d1bc1927e4b632e98709	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B4.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B4	34101d6e7090319a35fd6626ff3a6caa9267ff06ca956fb244bc3b115fb3ab73	ee60295478f41810ed5e8f218425d2eb76bdf2f1f8149c90971bbb97f247382b	df321f354134cb2454fe47b6021f1ec483cfe8217ac266247732609011865a3b	2dc8e384a3bc19ba2a708cab91140e8987c6eaa522db100a4cc11695b25d6961	33998e57edaa0c3b8ef4dac3353f68335e7cb94c448f26e370e835a9551d03e6	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B5.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B5	dfe8c2506601d0e546941522d843b98968c8326c0e9dbd44ff6e1e6f6e3fdd9b	78c358d2b63667b8c9d574c6f9d4f76bffb8b0d6c7c13d1816d890fa1b423e8b	e82e8a705ef91ecfbabba349cc721496afc8c6cc1d4d5013f2a65eae4196ec73	7f50e2c96d33cbb5d928c873b1ff44b9e810f186d2773db94162e3e876d3b176	4242f65ad0fdfa4be5f3a21dc4f742ffb9c6ce6773070efd922d8a4b9dfb2077	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B6.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B6	100bea8967a3ef4b5c11978fa725f77d8379cf17d052921df6cc38bce5ceaf4c	37b7d5ad90b68f8271b2575478f0bc0eb3063f2922db5184d05d671a52d6bb78	213f4cf95c8dfa34e1b0e53a3b843f65d7539d99e389303192676307c05fab86	fbf27d2f72969b55a90fa55a8f9fd2bf9fcde9a4103dfff59fb431a2b7f59a7a	ca4463fedef584af27a5cc01c624e189be4a8dc93e934e96634535f69ad04fab	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B7.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B7	afc641c94a9f75a1539fb9d0672f477638266c71d70e3329c031341e1cbbc855	59184c38d677fb2f3f604173d619941306f747ba5cf4ff117c3be2d057212e2f	f96d15a744a02ff36944f7af57715f4c019204eb9d02921a9981b296109b33f3	9da6d50d802480a4a930db0776a950adbc5fdca135f812919ba1d1527336ad8f	3a74dfa60080fca0617c92358bdc268a8e8e89ce3679d155df44b40d12c47dc4	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B8.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B8	19acdecc43d3f9deb9f85dea0b717e6d6f057ff8b8956892c6ed830224af1952	066785cf51cb698d0e7f38b7e8ef5ab1c85ca26c5b0e10714ed328f6447bfe7b	c5a999da3db532a8b718ee4e46c7c221fabe00b59cc1770cdde3620e36f6c77e	55826e7fa32892bef43bd5815e08923dea45105e626ab2c5d1838bae36df8f9a	1f35a2099658be427aed510b3bf6267935626e54c77908e14d0db388473e8a38	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CHG-B9.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CHG-B9	2769fde9cc1611d9012420a3fb879f727123909502ad7bfc8c7e941d7ac108a4	828e5a36b4c8f12da204ec6cf0ebd55b39fc80083060b47580b9a4f5707c5039	e02efc7542c0e3079b7c18e44e60885c325f7372d83e141137170844fe0c86de	fd4e50b8491d954d859248147bb4b2fb568d4158e38cab761a31d117f8ebeb22	72ed84600504d5a7296c9157ff55b3c8d3dbc13a5f684f34e4590a884c961d8b	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CTX-C1.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CTX-C1	beed0989886f522831b6a438f872b1f19d1cdd939cc18392645e9424907a6ff8	86cc1af24ce05400dbc5fe354f66d6f960a3063ef0a7c25ec5861925b31e6f1e	96287b98ded6912a4c5eeb4128ce2341cd430749a2b03e4261b27b0c2f848bdf	d232240795547485c036bacdb490c13a78a23224d5a2e8e9778848d026bbfc0f	b52a1bd0b93c10c5dcff0a2fe90b27451a62a506fbb3db73ddc86a33d82c4e4e	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
CTX-C2.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	CTX-C2	50918e1ee50c08eabd298285e6c4b159f982eb1b4d9869e7cc923cd65b63915e	6cc58763cbe12c318faa1f7be82c8b461121c223558337eef2b221ef07e8b629	aabb7716836a79154000e65315f626aa8fc27080e327bde9e61003d0d848b210	8e0d4569fe510374df8365a5a10fee583b6f773a607759b90759ce36f2c44c7a	872547fea07fbe8e9b4fde1937217d96a6cdab6f96b3ba7337b8982069d763f2	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
DATA-EN-R1.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	DATA-EN-R1	02ecc06933372842db120743c89d86a864cef4f7a32bdc926ac468545b8a604f	178b8c2683cf56d9184a8b586deafd89c26025475c0fd135311e956a75047fd6	8e745b5aa44087fe508a98cb900cb5ede98d87800a23017547fa99395c5671f5	4e4bef5467cc78c3ef0cba63d4f1caa23af3af2870e53f23d870c5cca85d4a6e	a6d9dbd4035f84455f9d752a2796ca052d3c724c596574057136bbd1ffdb5279	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
DATA-PT-R1.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	DATA-PT-R1	1c15322d8bd3000dee89ae3596ea6a973fad247b7fc2d57106e05a0e1e95da4f	ef3b3b180bc82237e3e9c9a444b2d33ada591ab6e3d194a2070cb1118c0029a5	6f6761a216f2cd9f558eeb45c06315526d653c736710298e0321be30d9699999	a958588e1818c8393e43fc00bc38b0617c8570713f3cec07c0753bfaaf85ad38	011d98cc226cfbc839f2bc2b4be47596d99ff90aed7de9fe50f58935af8694da	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
DATA-ZH-R1.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	DATA-ZH-R1	b8fa10a8f6b54c54028c1bc138edb5f8fd3922604861c861af7cb3516383febc	bdaffa943f9b7438de0de100170716ff433e93bb3c8bace9e92b856dfab822a1	63a557225b9e25bf3b0bfa4a0e156340916c52f4d0ec4037318da64856d771f5	be31079ebcfbd75cb0bdf4124ff65a63e6897ad86f2f6e572dfb6a10ca99167a	8bf66e5ea12789529d9c966fcf4b0f64f0c37d4ac529d986ea864220a49422e1	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
FIN-A1.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	FIN-A1	c17a61ef74c408f6ff99ff0a7e6e4ace476ae414894334e0d72d5523fabc766b	f74ec62df8c83233c0afe21366d3fcadde42d006918ef4ac29b461604d2919bd	5ecedb0ef41f9055d36b88f0f499fd27e5e7e198043a16acbff749724345a4f2	d1a2962839e40200c1d35c5521989dd8a744df0c61fd7e67b815892801f994c8	365233b0d7db9eabfdb6c3de79b053d2040825109769d17730ee20739a3ec264	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
FIN-A2.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	FIN-A2	9a1dd3f7a17fdc77a93b1ff877a996d96d3c2f3ae4c4bb402dce4ab594cc5ef9	b053a983421a4857fc83acbd27b680bee9b4c256b5fc68cd5fdd428705ad860e	0a9faf543c46dd88e6d09a5c83be32313f34bcc88484795cf68bc04ef2bb4326	fd0b98ed380bab8ac4bd61cfb7cab9ae8af13df0f2aa9404ef44b02e7536edcf	84cdffd9b3fda77e53c1b05c02dbae7817de3830627792af28b128f492f57f16	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
FIN-A3.STATEMENT-CORRESPONDENCE.CHECK	StatementCorrespondenceCheck	FIN-A3	f4f04fb4212c1c46f0120b7db40386b0b12bac1b4a2ad4c6f9edd622099c85cb	7ce47740c635e0443daf13325921a87038469b6113e538fa4b6e5c085991bcbe	977c0f2bcbb7ab6f1b7cd7216c6355c9b6f1c0a6c6aef535719cb1619a316889	93a4a6dd166a5236530080ee3ded94e2c21af3b25bc9c4946a40f4c70191fe5d	378f3ce98058259396611bd5761887ce65ebdd1da4f2eb812e651350f9ba7ddc	"{""en_check_file_hash"":true,""en_check_marker"":true,""en_check_path"":true,""en_check_statement_hash"":true,""en_formal_hash"":true,""en_formal_path"":true,""en_statement_label"":true,""english_hash"":true,""english_registry"":true,""formal_hash"":true,""localized_link_node"":true,""portuguese_hash"":true,""portuguese_registry"":true,""pt_BR_check_file_hash"":true,""pt_BR_check_marker"":true,""pt_BR_check_path"":true,""pt_BR_check_statement_hash"":true,""pt_BR_formal_hash"":true,""pt_BR_formal_path"":true,""pt_BR_statement_label"":true,""statement_check_exists"":true,""statement_check_fields"":true,""statement_check_formal_hash"":true,""statement_check_id"":true,""statement_check_payload_fields"":true,""statement_check_result"":true,""statement_check_schema"":true,""statement_check_type"":true}"	PASS
