scope	id	formalization_status	lean_declaration	note_en
proof_goal	CALC-R15.EXTERNAL.01	lean_closed	PhonologicalCalculus.Regression.CALC_R15_EXTERNAL_01	Exact typed decision record.
proof_goal	CALC-F1.ADMISSION.01	lean_closed	PhonologicalCalculus.FiniteRequest.RawFiniteContract.form_isSome_eq_complete;PhonologicalCalculus.FiniteRequest.RawFiniteContract.form_eq_none_iff_incomplete;PhonologicalCalculus.FiniteRequest.TypedFiniteContract.eligible_iff_explicit_admission	Formation is computed from every optional typed field and exact coverage/type proofs; post-formation admission is exactly the explicit scientific checklist plus a nonempty complete matched-row carrier.
proof_goal	CALC-F1.PROGRESS.02	lean_closed	PhonologicalCalculus.FiniteRequest.calc_f1_progress_02;verdicts_pairwise_distinct	The three verdict constructors are exhaustive and pairwise distinct.
proof_goal	CALC-F1.WITNESS.03	lean_closed	PhonologicalCalculus.FiniteRequest.calc_f1_witness_03;calc_f1_least_witness_03;mem_mismatchSet_iff	A nonconservative result returns the complete mismatch set and its least genuine mismatch under the declared row order.
proof_goal	CALC-F1.TERMINATION.04	lean_closed	PhonologicalCalculus.FiniteRequest.calc_f1_termination_04;evaluate_total	The registered finite structural measure is exact and the executable decision function is total.
proof_goal	CALC-F1.REFUSALS.05	lean_closed	PhonologicalCalculus.FiniteRequest.calc_f1_refusals_05	All seven singly malformed formation fixtures return the registered non-evaluated verdict and malformed-contract status.
proof_goal	CALC-F1.METAPROOF	lean_closed	PhonologicalCalculus.FiniteRequest.RawFiniteContract.qualifiedFiniteContractDecision;PhonologicalCalculus.FiniteRequest.calc_f1_least_witness_03	The integrated theorem proves executable formation, explicit admission precedence, complete licensed-row derivation, all verdict equivalences, disjoint exhaustive progress, and the reusable kernel proves least complete-mismatch selection.
proof_goal	FIN-A1.INVERSE.01	lean_closed	PhonologicalCalculus.finiteOrbitRecovery_equivalences;fin_a1_inverse_01	Collision freedom, injectivity, one-sided range recovery, and two-sided range recovery are equivalent, with an exact positive fixture.
proof_goal	FIN-A1.EMPTY.02	lean_closed	PhonologicalCalculus.range_empty_of_isEmpty;fin_a1_empty_02	An empty licensed source has an exactly empty reachable image, so positive recovery on that image is vacuous.
proof_goal	FIN-A1.EQUIVARIANCE.03	lean_closed	PhonologicalCalculus.Equivariant;equivariant_identity;fin_a1_equivariance_03	The exact identity-induced orbit fixture commutes with every declared action.
proof_goal	FIN-A1.NEGATIVE.04	lean_closed	PhonologicalCalculus.fin_a1_negative_04	The explicit two-orbit collision fixture fails injectivity and both range-recovery predicates together.
proof_goal	FIN-A1.METAPROOF	lean_closed	PhonologicalCalculus.fin_a1_semanticOrbitRecovery_from_weakening;inducedOrbitMap_mk;inverseOnRange_unique	Relation preservation constructs the induced map between source and target orbit quotients; collision freedom, nonvacuity, and unique image-inverse recovery then follow under the finite registered assumptions.
proof_goal	FIN-A2.PROOF.01	lean_closed	PhonologicalCalculus.fin_a2_proof_01	The exact stable coherent identity proof is kernel-checked.
proof_goal	FIN-A2.OUTBOUND.02	lean_closed	PhonologicalCalculus.fin_a2_outbound_02	An explicit complete target action sends an image point outside the raw image and therefore defeats representative recovery.
proof_goal	FIN-A2.COHERENCE.03	lean_closed	PhonologicalCalculus.fin_a2_coherence_03	The declared complete Boolean action policy satisfies action-lift, identity, and composition coherence.
proof_goal	FIN-A2.METAPROOF	lean_closed	PhonologicalCalculus.representativeRecovery_iff;fin_a2_representativeRecovery	The integrated equivalence proves that raw injectivity, complete target-image stability, and coherent action lifting are jointly necessary and sufficient for representative recovery.
proof_goal	FIN-A3.MARGINALS.01	lean_closed	PhonologicalCalculus.fin_a3_marginals_01	Two exact joint laws have equal first and second binary marginals while remaining unequal.
proof_goal	FIN-A3.NONTERMINATION.02	lean_closed	PhonologicalCalculus.fin_a3_nontermination_02;stoppedProbability_retains_nontermination	Conditioning identifies the exact unary stopped laws while their explicit infinity masses distinguish the underlying stopped-probability objects.
proof_goal	FIN-A3.EDGECASES.03	lean_closed	PhonologicalCalculus.fin_a3_edgecases_03	The empty-word mass, summed path mass, deadlock label, structural-cycle flag, and zero infinity mass are stated as one exact typed ledger.
proof_goal	FIN-A3.TYPES.04	lean_closed	PhonologicalCalculus.serialTags_pairwise_distinct;serialAnswer_constructors_disjoint;fin_a3_types_04	The four serial tags and their payload constructors are pairwise disjoint, and the registered tag list has length four without duplicates.
proof_goal	FIN-A3.METAPROOF	lean_closed	PhonologicalCalculus.weightedSeries_admitsProbability_iff_normalized;prefixStoppedProjection_refused;fin_a3_typedSerialDecisions	The integrated theorem combines tag disjointness, the prospective cast guard, nontermination retention, the exact probability-normalization criterion, and prefix/stopped projection refusal.
proof_goal	FIN-A4.KERNEL.01	lean_closed	PhonologicalCalculus.stronger_query_preservation_implies_weaker;adding_consumer_refines_kernel;product_query_kernel_exact	Factorization refines the query kernel, reduction preservation propagates to the weaker query, and the product kernel is exactly the intersection of its component kernels.
proof_goal	FIN-A4.CONVERSES.02	lean_closed	PhonologicalCalculus.weak_preservation_does_not_imply_strong;added_consumer_can_strictly_refine;fin_a4_converse_boundary	Explicit two-point models kernel-check both forbidden converses.
proof_goal	FIN-A4.REACHABLE.03	lean_closed	PhonologicalCalculus.finite_query_factorization_on_reachable_image	Factorization is proved exactly on the finite reachable image and nowhere else is claimed.
proof_goal	FIN-A4.METAPROOF	lean_closed	PhonologicalCalculus.fin_a4_query_consumer_monotonicity	The integrated theorem checks factorized query refinement, propagation through a reduction, exact product-kernel intersection, and reachable-image factorization.
proof_goal	FIN-A7.DIAGRAM.01	lean_closed	PhonologicalCalculus.ResponseImport.reader_encode;PhonologicalCalculus.ResponseImport.query_square;PhonologicalCalculus.fin_a7_responseImport	The source-to-code reader square and descended semantic transformation square commute exactly on the complete reachable image.
proof_goal	FIN-A7.SECTION.02	lean_closed	PhonologicalCalculus.ResponseImport.mismatch_has_source;PhonologicalCalculus.missing_section_preserves_carrier_decision	Every reachable mismatch denotes a source preimage, while absence of a registered effective section leaves carrier classification available and source-witness output refused.
proof_goal	FIN-A7.CODE.03	lean_closed	PhonologicalCalculus.ResponseImport;ResponseImport.mem_mismatchCodes_iff;fin_a7_responseImport	The response-import contract carries an exact finite reachable code image, interpretation, semantic equality procedure with correctness proof, reader, descent, and both commuting squares.
proof_goal	FIN-A7.POSITIVESECTION.04	lean_closed	PhonologicalCalculus.finiteLeastSection_is_section;finiteLeastSection_is_least;sectionOnRange_unique_of_injective	A finite linearly ordered source admits an effective least-preimage section on its complete reachable image, with leastness and injective-case uniqueness.
proof_goal	FIN-A7.REFUSALS.05	lean_closed	PhonologicalCalculus.missing_section_preserves_carrier_decision;missing_core_field_refuses_carrier	Omitting only the source section preserves carrier readiness and refuses source lifting; omission of any core field refuses the carrier decision.
proof_goal	FIN-A7.METAPROOF	lean_closed	PhonologicalCalculus.fin_a7_responseImport;section_lifts_every_code;finiteLeastSection_is_section	The integrated bridge, mismatch provenance, semantic-equality correctness, and section theorems jointly establish the registered finite import and witness-lifting boundary.
proof_goal	FIN-A5.CARRIER.01	lean_closed	PhonologicalCalculus.productQuery_kernel_exact;kernelRefines_productQuery_iff;productQuery_minimum_carrier_cardinality	The dependent product query has exactly the intersection kernel, preserves exactly the component family, and supplies the finite minimum reachable-cardinality bound.
proof_goal	FIN-A5.PRICE.02	lean_closed	PhonologicalCalculus.fin_a5_price_02;blockwiseAddedConsumerPrice_eq	The registered fixture has direct and blockwise added-consumer price exactly two.
proof_goal	FIN-A5.LOSS.03	lean_closed	PhonologicalCalculus.firstLossIndex_specification;firstLossAt_supplies_irreversible_witness;fin_a5_loss_03	Every nonempty finite ordered loss set has a least loss stage with an irreversible witness, and the registered two-stage fixture has first loss at stage one.
proof_goal	FIN-A5.FACTORIZATION.04	lean_closed	PhonologicalCalculus.factor_through_range_iff_kernel_refines;kernelRefines_productQuery_iff	Exact reachable-range factorization is equivalent to kernel refinement, including the complete dependent consumer family.
proof_goal	FIN-A5.REDUNDANCY.05	lean_closed	PhonologicalCalculus.blockwiseAddedConsumerPrice_eq;addedConsumerPrice_eq_zero_iff_redundant	The fibre-sum formula equals the direct cardinality difference and vanishes exactly when the added consumer is constant on every old block.
proof_goal	FIN-A5.POSTPROCESS.06	lean_closed	PhonologicalCalculus.irreversible_deterministic_loss;irreversible_markov_loss	Deterministic and complete-row Markov suffixes receiving only the reduced value cannot reconstruct a collapsed registered distinction.
proof_goal	FIN-A5.UNIVERSAL.07	lean_closed	PhonologicalCalculus.injective_iff_all_consumers_preserved	Injectivity is equivalent to preservation of every typed consumer; a collision is separated by an explicit Boolean consumer.
proof_goal	FIN-A5.COLLISIONS.08	lean_closed	PhonologicalCalculus.collisionSet_comp_decomposition;collisionSet_comp_decomposition_disjoint	A two-map composite decomposes exactly into disjoint inherited and newly introduced collisions, yielding the finite-chain result by iteration.
proof_goal	FIN-A5.METAPROOF	lean_closed	PhonologicalCalculus.fin_a5_carrierAlgebra;productQuery_minimum_carrier_cardinality;blockwiseAddedConsumerPrice_eq;firstLossIndex_specification;collisionSet_comp_decomposition	The generic finite propositions jointly represent the registered product-carrier, price, earliest-loss, and irreversible-postprocessing derivation.
proof_goal	FIN-A6.LATTICE.01	lean_closed	PhonologicalCalculus.fin_a6_lattice_01	The two Boolean coordinate carriers are incomparable, each has two reachable labels, and their product has all four labels.
proof_goal	FIN-A6.CLOSURE.02	lean_closed	PhonologicalCalculus.redundancyClosure_extensive;redundancyClosure_monotone;redundancyClosure_idempotent;fin_a6_directInformationLattice	Redundancy closure on a fixed finite homogeneous consumer universe is extensive, monotone, and idempotent.
proof_goal	FIN-A6.DEFINEDNESS.03	lean_closed	PhonologicalCalculus.different_definedness_refutes_strongness;fin_a6_definedness_03	The registered relation identifies two arguments with different operation definedness and therefore cannot be a strong partial congruence.
proof_goal	FIN-A6.LATTICEOPS.04	lean_closed	PhonologicalCalculus.closedBattery_intersection;closedBattery_join;fin_a6_directInformationLattice	Closed direct consumer batteries have intersection as meet and closure of union as join.
proof_goal	FIN-A6.CONTEXT.05	lean_closed	PhonologicalCalculus.strongPartialCongruence_intersection;fin_a6_contextualIntersectionAndDefinedness	A nonempty intersection of strong congruences for one fixed complete partial signature remains strong.
proof_goal	FIN-A6.METAPROOF	lean_closed	PhonologicalCalculus.fin_a6_constructedArbitraryFinitaryManySortedContextual;completeManySortedContextRelation_isGreatest;fin_a6_finiteManySortedContextualRefinement_metaproof;different_definedness_refutes_manySortedStrongness	Finite one-hole contexts construct the greatest strong congruence below every heterogeneous observation kernel for an arbitrary-finitary many-sorted partial signature. Exact product-observation intersection follows, and every contracting complete splitter that preserves this target and whose fixed points lie below it reaches the target on finite tagged carriers within the initial graph cardinality.
proof_goal	CHG-B1.RUNMIN.01	lean_closed	PhonologicalCalculus.ContinuousHG.generalPowerPathHarmony_runningMinimum_le;generalPowerPathHarmony_runningMinimum_lt_of_changed	The running-minimum energy inequality and strict decrease after any changed coordinate hold for every registered real exponent greater than one.
proof_goal	CHG-B1.SIMPLEX.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b1_simplex_02	The exact registered fixture identity and its admissible solid-simplex coordinate correspondence are kernel-checked.
proof_goal	CHG-B1.CONVEX.03	lean_closed	PhonologicalCalculus.ContinuousHG.rpow_strict_tangent;powerObjective_strict_supporting_hyperplane;generalPower_monotone_simplex_strict_package	The real-power reduced objective has an exact strict supporting-hyperplane proof on the nonnegative orthant for every p greater than one.
proof_goal	CHG-B1.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.generalPower_monotone_simplex_strict_package	The registered running-minimum, solid-simplex, and real-power strict-convexity components are assembled in one universal theorem.
proof_goal	CHG-B2.ASSUMPTIONS.01	lean_closed	PhonologicalCalculus.ContinuousHG.exists_generalPowerFirstZeroCell	Every positive h,m and real p greater than one admits a finite canonical threshold cell.
proof_goal	CHG-B2.KKT.02	lean_closed	PhonologicalCalculus.ContinuousHG.power_unique_minimizer_of_simplex_kkt;powerKKTDecrease_unique_minimizer;generalPower_boundary_optimizer_exists	The general real-power shifted KKT candidate is proved to be the unique solid-simplex optimizer at the boundary horizon.
proof_goal	CHG-B2.EXTENSION.03	lean_closed	PhonologicalCalculus.ContinuousHG.powerPathDecrease_extension_old;powerPathDecrease_extension_new_zero;generalPower_extension_stable_unique_optimizer;generalPower_profile_extension_stable	The affine multiplier shift preserves the complete old optimizer, appends exact zero decreases, preserves reconstructed profiles, and remains uniquely optimal at every longer horizon.
proof_goal	CHG-B2.BOUNDARY.04	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b2_boundary_04	The equality-side profile, complete zero tail, strict support boundary, and first zero are stated directly and kernel-checked.
proof_goal	CHG-B2.ANCHORS.05	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b2_anchors_05	All three registered rational support indices and profile lists are stated directly and kernel-checked.
proof_goal	CHG-B2.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.generalPower_unconditional_all_horizon_finite_persistence	The unique threshold, KKT optimizer, exact first-zero profile, and extension-stable all-horizon theorem are composed without a preselected K.
proof_goal	CHG-B3.UNSATURATED.01	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b3_unsaturated_01	The exact unsaturated decrease vector, reconstructed profile, and strict budget slack are kernel-checked.
proof_goal	CHG-B3.SATURATED.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b3_saturated_02	The exact saturated decrease vector, unit mass, and reconstructed profile are kernel-checked.
proof_goal	CHG-B3.SUPPORT.03	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b3_support_03;quadraticPositiveFollowerCount_support_iff	All six registered strict support cells and the generic support interpretation of each count are kernel-checked.
proof_goal	CHG-B3.PROJECTION.04	lean_closed	PhonologicalCalculus.ContinuousHG.quadratic_unconstrained_ratio_distance;chg_b3_projection_04	The generic exact squared distance between two ratio-scaled finite weight vectors is proved, and the registered three-coordinate projection-bound fixture holds by equality before projection.
proof_goal	CHG-B3.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b3_complete_quadratic_active_set;quadratic_minimizer_is_metric_projection;solidSimplex_euclidean_convex;quadratic_ratio_minimizers_nonexpansive	The universal quadratic active-set theorem is composed with the exact Euclidean projection bridge and nonexpansiveness theorem for the actual constrained optimizers.
proof_goal	CHG-B4.LITTLEO.01	lean_closed	PhonologicalCalculus.ContinuousHG.endpointPerturbation_eventually_negative	A positive linear markedness term dominates any edge response that is little-o of the endpoint perturbation, producing a strictly improving nearby candidate.
proof_goal	CHG-B4.QUADRATIC.02	lean_closed	PhonologicalCalculus.ContinuousHG.clippedQuadraticOptimizer_mem_unit;clippedQuadraticOptimizer_unique_minimizer	The clipped value belongs to the unit interval and is the unique minimizer of the registered one-follower quadratic objective there.
proof_goal	CHG-B4.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b4_endpoint_obstruction	The integrated proposition combines the little-o obstruction with the exact quadratic optimizer under the declared hypotheses.
proof_goal	CHG-B5.ENDPOINTS.01	lean_closed	PhonologicalCalculus.ContinuousHG.sublinear_exponentFace_minimizer_iff_endpoint;linear_exponentFace_all_minimizers;chg_b5_endpoints_01	On the equality face, only the two endpoints minimize for every positive sublinear exponent, whereas every point minimizes at exponent one; the registered grids follow exactly.
proof_goal	CHG-B5.REPAIR.02	lean_closed	PhonologicalCalculus.ContinuousHG.sublinear_concentrated_repair_le_split;linear_repair_distribution_indifferent;superlinear_split_repair_le_concentrated;chg_b5_repair_02	For a fixed nonnegative two-edge repair, concentration, indifference, and distribution obey the registered weak orders below, at, and above exponent one, with exact finite witnesses.
proof_goal	CHG-B5.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b5_full_path_exponent_boundary;sublinear_powerPath_minimizer_above_iff;sublinear_powerPath_minimizer_equal_iff;sublinear_powerPath_minimizer_below_iff;linear_powerPath_minimizer_above_iff;linear_powerPath_minimizer_equal_iff;linear_powerPath_minimizer_below_iff;superlinear_finite_equal_distribution_lowerBound;chg_b5_complete_exponent_boundary	The integrated finite-path proposition assembles exact sublinear and linear optimizer classifications above, at, and below `h = mN`, plus the finite superlinear equal-distribution lower bound. A second integrated proposition retains the exact equality-face and fixed two-edge repair laws. All assumptions, including nonempty horizons and positive weights where used, remain explicit.
proof_goal	CHG-B6.CLASSIFY.01	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b6_allBack_weak_iff;chg_b6_allBack_unique_iff;chg_b6_superlinear_boundary_ties;chg_b6_linear_boundary_ties	The weak and unique all-back boundaries and both superlinear and linear equality tie sets are classified on the complete admitted integer lattice.
proof_goal	CHG-B6.ONESTEP.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b6_oneStep_difference	The first-edge one-step competitor has exactly the registered harmony difference and therefore supplies boundary necessity.
proof_goal	CHG-B6.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.uniformLattice_allBack_weak_iff;uniformLattice_allBack_unique_iff;uniformLattice_superlinear_boundary_ties;uniformLattice_linear_boundary_ties	The abstract finite-lattice inequalities, strictness proof, and equality cases specialize to the complete directional path theorem.
proof_goal	CHG-B7.GAUGE.01	lean_closed	PhonologicalCalculus.ContinuousHG.pathHarmony_common_scale;chg_b7_common_scale_preorder	Common positive scaling multiplies every complete harmony by the same factor and preserves the deterministic preorder exactly.
proof_goal	CHG-B7.PHASE.02	lean_closed	PhonologicalCalculus.ContinuousHG.quadraticRatioPhaseCell_iff;chg_b7_phase_02	The exact ratio-cell equivalence and all first five registered half-open quadratic phase cells are kernel-checked.
proof_goal	CHG-B7.ASYMPTOTIC.03	lean_closed	PhonologicalCalculus.ContinuousHG.quadratic_phase_index_div_sqrt_tendsto_two	Every integer phase selector satisfying the triangular inequalities has K(rho)/sqrt(rho) tending to two, without assuming a rounding convention.
proof_goal	CHG-B7.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b7_complete_general_power_persistence;generalPowerReachCoefficient_eq_canonical	The integrated all-p theorem supplies gauge invariance, exact phase/first-zero equivalence, unique monotone staircase, and the selection-rule-independent sharp reach asymptotic in the canonical closed form.
proof_goal	CHG-B8.RATIO.01	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b8_weak_ratio_iff;chg_b8_strict_ratio_iff	The weak and strict lattice boundaries are equivalent to the corresponding dimensionless support-resolution ratio inequalities.
proof_goal	CHG-B8.HORIZON.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b8_weak_horizon_iff;chg_b8_strict_horizon_iff	The weak maximum horizon is the natural floor of the capacity and the strict maximum horizon is one less than its natural ceiling.
proof_goal	CHG-B8.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b8_weak_critical_mesh_iff;chg_b8_below_critical_mesh_iff	The critical support mesh gives exact weak-boundary and below-boundary equivalences under the registered positive parameters and superlinear exponent.
proof_goal	CHG-B12.SEQUENCE.01	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b12_decimal_sequence;chg_b12_decimal_targets_are_nearest;nearest_rationalGridPoint_of_midpoints	The six registered rational targets, error and nonidentity facts, and global nearest-point property on each stated decimal lattice are kernel-checked.
proof_goal	CHG-B12.DENOMINATOR.02	lean_closed	PhonologicalCalculus.ContinuousHG.fortyOne_over_fortyTwo_not_terminating_decimal	No natural denominator of the form ten to a power represents 41/42; the proof reduces a hypothetical equality modulo three.
proof_goal	CHG-B12.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.compact_lattice_minimizers_converge;absent_optimizer_ne_lattice_minimizer;locally_constant_query_eventually_preserved;UniformSimplexLattice.finite;UniformSimplexLattice.nonempty;exists_uniformSimplexLattice_minimizer;exactUniformSimplexLatticeMinimizer_spec;isClosed_solidSimplex;isCompact_solidSimplex;uniformSimplexFloorApprox_mem;uniformSimplexFloorApprox_coordinate_tendsto;uniformSimplexFloorApprox_tendsto;uniformSimplexLattice_minimizers_converge;exactUniformSimplexLatticeMinimizer_tendsto;chg_b12_uniformSimplexLattice_convergence_without_identity;chg_b12_exactUniformSimplexLattice_selectedMinimizers;chg_b12_lattice_convergence_without_identity	Lean now discharges the complete uniform-simplex lattice foundation internally: finite/nonempty grids, exact argmin existence and canonical choice, compact carrier, explicit coordinatewise floor approximation with membership and convergence, and convergence of both arbitrary exact grid minimizers and the canonical selected minimizers. Under lattice absence, exact identity fails at every stage, while every locally constant query is eventually preserved. The older abstract compact-subset theorem remains as a reusable generic layer.
proof_goal	CHG-B9.NORMALIZE.01	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b9_normalize_01;normalizedPhaseDecrease_sum	The registered shifted-power decrease vector has exact unit mass.
proof_goal	CHG-B9.GAPS.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b9_gaps_02;normalizedProfileLoss_powered_gap	The registered gap sequence and the generic powered-gap identity under the declared phase equation are kernel-checked.
proof_goal	CHG-B9.PROFILE.03	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b9_profile_03;normalizedPhaseProfile_sub_succ	The registered normalized profile and its generic remaining-mass recurrence are kernel-checked.
proof_goal	CHG-B9.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b9_complete_optimizer_phase_profile;exists_unique_phaseOffset_of_firstZeroCell;powerPathMass_one_iff_phaseEquation;powerProfileFromDecreases_eq_normalizedPhaseProfile;normalizedPhaseProfile_strict_secondDifference_pos	The exact KKT optimizer proof supplies the unique normalized phase, exact mass equation, full profile identity, powered-gap law, and strict active discrete convexity under the registered first-zero-cell assumptions.
proof_goal	CHG-B10.MONOTONE.01	lean_closed	PhonologicalCalculus.ContinuousHG.normalizedPhaseProfile_global_mono_ratio;generalPower_boundary_optimizer_profile_global_mono_ratio;chg_b10_monotone_01	Coordinatewise monotonicity is proved for every real p>1 for the actual unique boundary optimizers, including comparisons that cross arbitrarily many support phases; the registered row is an exact instance.
proof_goal	CHG-B10.EXTENSION.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b10_extension_02	The registered quadratic horizon is the first threshold and its unique optimizer remains stable under every finite extension.
proof_goal	CHG-B10.BOUNDARY.03	lean_closed	PhonologicalCalculus.ContinuousHG.normalizedPhaseProfile_phase_boundary;normalizedPhaseProfile_phase_paste_tendsto;chg_b10_boundary_03;chg_b10_boundary_03_tendsto	For every q>0, adjacent normalized phase formulae paste exactly coordinatewise and the entering profile converges one-sidedly to that boundary; the registered six-coordinate instance is also checked.
proof_goal	CHG-B10.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b10_complete_global_comparative_statics;normalizedPhaseProfile_global_mono_ratio;generalPower_boundary_optimizer_profile_global_mono_ratio;generalPowerFirstZeroCell_least_stablePositive;generalPowerFirstZeroCell_all_later_stablePositive;powerPathMinimumValue_concave_all_phases;normalizedPhaseProfile_phase_paste_tendsto	The universal package is exact: global all-p optimizer monotonicity across support changes, explicit least-and-all-later profile-extension stability, all-phase minimum-value concavity, and one-sided continuous phase pasting are assembled in one kernel-checked theorem.
proof_goal	CHG-B11.PHASE.01	lean_closed	PhonologicalCalculus.ContinuousHG.quadratic_phase_four_iff_ratio_cell;chg_b11_phase_01	Four positive quadratic decreases identify exactly the registered strict/weak ratio cell, including its exact fixture.
proof_goal	CHG-B11.RATIO.02	lean_closed	PhonologicalCalculus.ContinuousHG.powered_gap_recovers_ratio;powered_gap_pair_consistency;chg_b11_ratio_02	Any admitted nonzero powered gap recovers the common weight ratio and two pairs must agree; the registered pair recovers five exactly.
proof_goal	CHG-B11.TRIPLE.03	lean_closed	PhonologicalCalculus.ContinuousHG.logConcaveTriple_existsUnique_positive_root;logConcaveTriple_existsUnique_exponentAboveOne;chg_b11_triple_03	For every positive strictly decreasing triple with strict log-concavity, the exponential equation has exactly one positive root and therefore identifies exactly one exponent greater than one; the registered fixture is retained as a direct exact instance.
proof_goal	CHG-B11.SCALE.04	lean_closed	PhonologicalCalculus.ContinuousHG.common_positive_scale_ratio;chg_b11_scale_04	Common positive scaling preserves the ratio generically and the registered sevenfold scaling preserves the complete deterministic harmony preorder.
proof_goal	CHG-B11.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b11_complete_query_relative_identifiability;poweredGapFamilyAdmission_consecutive_triple_identifies	The global admission predicate supplies both consecutive powered-gap equations; the admitted `(p,rho)` satisfies the local system and is the unique admissible pair, while common scaling remains a gauge.
proof_goal	CHG-B13.PARABOLA.01	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b13_parabola_01	The registered quadratic normalized-profile anchor converges exactly to 4/9.
proof_goal	CHG-B13.DENSITY.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b13_density_02;scalingDensity_intervalIntegral	The generic decrement density has unit mass, and its registered quadratic first moment is exactly 1/3.
proof_goal	CHG-B13.QUANTILE.03	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b13_quantile_03;scalingProfile_at_repairQuantile;scalingRepairFraction_at_quantile	The registered quadratic median repair quantile is exactly one half, and the general-p closed-form quantile inverts the analytic accumulated-repair profile for every admitted fraction in the unit interval.
proof_goal	CHG-B13.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b13_uniform_long_support_scaling;normalizedPhaseProfile_uniform_scaling;normalizedPhaseDecrease_uniform_scaling;shiftedPowerSum_uniform_integral_scaling;chg_b13_exact_moment_package;chg_b7_complete_general_power_persistence	The complete fixed-p theorem is kernel-checked: uniform finite-profile and finite-decrement convergence holds simultaneously over all active coordinates and bounded phase offsets; the exact reach asymptotic and the limiting shape, density, unit-mass, moment, and quantile calculus are linked by the registered modules.
proof_goal	CHG-B14.REGIMES.01	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b14_regimes_01;supportOnsetOrder_subquadratic;supportOnsetOrder_quadratic_or_harder	The onset orders at the three registered branch representatives and the abstract branch classifier are exact.
proof_goal	CHG-B14.COEFFICIENT.02	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b14_coefficient_02	The registered quadratic leading coefficient is exactly 1/25.
proof_goal	CHG-B14.CONTINUITY.03	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b14_continuity_03;positivePower_ratio_tendsto_zero	The entering quadratic coordinate and the generic positive-power ratio with positive limiting denominator tend to zero from the active side.
proof_goal	CHG-B14.METAPROOF	lean_closed	PhonologicalCalculus.ContinuousHG.chg_b14_complete_ratio_onset_and_optimizer;chg_b14_phaseParameter_asymptotic_package;supportBirthRatio_excess_div_mass_excess_tendsto;supportBirthEntering_actualCoordinateProof;chg_b14_actualOptimizer_supportBirth_package	The complete three-regime ratio-scale asymptotic is kernel-checked with exact positive coefficients. The phase mass is transported to h/m by an exact change of variables, and an explicit eta=1-t KKT proof identifies the asymptotic newborn coordinate with coordinate k of the actual unique optimizer before assembling continuous support birth without a tie.
proof_goal	CHG-B15.EQUALITY.01	lean_closed	PhonologicalCalculus.ContinuousHG.equalityBoundaryDecrease_tendsto;equalityBoundaryProfile_tendsto;chg_b15_equality_01	The fixed equality path converges exactly to the activity value one minus exp(-1).
proof_goal	CHG-B15.VARIATIONAL.02	lean_closed	PhonologicalCalculus.ContinuousHG.exp_neg_one_minimizes_linearBoundaryCorrection;linearBoundaryCorrection_minimizer_iff;chg_b15_variational_02	The first-order correction t log t has the unique global nonnegative minimizer exp(-1).
proof_goal	CHG-B15.PATH.03	lean_closed	PhonologicalCalculus.ContinuousHG.jointBoundaryDecrease_tendsto;jointBoundaryProfile_tendsto;jointBoundaryLimit_mem_Ioo;exists_jointBoundaryParameter;chg_b15_path_03	Every fixed first-order joint path has its exact exponential limit; parameters greater than minus one select, and collectively cover, the complete strict interior linear tie segment. The registered zero-perturbation row is recovered as a special case.
