"proof_id"	"result_id"	"proof_goal_id"	"declared_classification"	"proof_method"	"direct_package_dependencies"	"transitive_dependency_count"	"system_symbol_count"	"wolfram_pass"	"python_algorithm"	"python_must_check"
"FIN-A4.REACHABLE.03.WOLFRAM-PROOF"	"FIN-A4"	"FIN-A4.REACHABLE.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`queryFactorsThroughQ"	3	10	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FIN-A5.CARRIER.01.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.CARRIER.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`directObservationPartition"	2	16	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A5.PRICE.02.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.PRICE.02"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`addedConsumerPrice"	3	8	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A5.LOSS.03.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.LOSS.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`firstLossIndex;SecondOrderPhonologyVerification`Private`mapValue"	5	10	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FIN-A5.FACTORIZATION.04.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.FACTORIZATION.04"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`mapKernel;SecondOrderPhonologyVerification`Private`queryFactorsThroughQ"	3	16	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A5.REDUNDANCY.05.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.REDUNDANCY.05"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`addedConsumerPrice;SecondOrderPhonologyVerification`Private`directObservationPartition"	3	18	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A5.POSTPROCESS.06.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.POSTPROCESS.06"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`canonicalAnswer"	1	12	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FIN-A5.UNIVERSAL.07.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.UNIVERSAL.07"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`queryFactorsThroughQ"	3	17	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A5.COLLISIONS.08.WOLFRAM-PROOF"	"FIN-A5"	"FIN-A5.COLLISIONS.08"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`collisionPairs;SecondOrderPhonologyVerification`Private`composeMaps"	4	12	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A6.LATTICE.01.WOLFRAM-PROOF"	"FIN-A6"	"FIN-A6.LATTICE.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`directObservationPartition"	2	14	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A6.CLOSURE.02.WOLFRAM-PROOF"	"FIN-A6"	"FIN-A6.CLOSURE.02"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`consumerRedundancyClosure"	4	28	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A6.DEFINEDNESS.03.WOLFRAM-PROOF"	"FIN-A6"	"FIN-A6.DEFINEDNESS.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`strongCongruenceQ"	2	12	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FIN-A6.LATTICEOPS.04.WOLFRAM-PROOF"	"FIN-A6"	"FIN-A6.LATTICEOPS.04"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`consumerRedundancyClosure"	4	29	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A6.CONTEXT.05.WOLFRAM-PROOF"	"FIN-A6"	"FIN-A6.CONTEXT.05"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`directObservationPartition;SecondOrderPhonologyVerification`Private`strongCongruenceQ"	4	19	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A7.DIAGRAM.01.WOLFRAM-PROOF"	"FIN-A7"	"FIN-A7.DIAGRAM.01"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	12	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FIN-A7.SECTION.02.WOLFRAM-PROOF"	"FIN-A7"	"FIN-A7.SECTION.02"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	15	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FIN-A7.CODE.03.WOLFRAM-PROOF"	"FIN-A7"	"FIN-A7.CODE.03"	"ExactConstructivePass"	"ConstructiveWitnessProof"	""	0	19	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"FIN-A7.POSITIVESECTION.04.WOLFRAM-PROOF"	"FIN-A7"	"FIN-A7.POSITIVESECTION.04"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`injectiveMapQ"	3	18	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"FIN-A7.REFUSALS.05.WOLFRAM-PROOF"	"FIN-A7"	"FIN-A7.REFUSALS.05"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	""	0	13	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CHG-B1.RUNMIN.01.WOLFRAM-PROOF"	"CHG-B1"	"CHG-B1.RUNMIN.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`directionalHGObjective"	2	12	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B1.SIMPLEX.02.WOLFRAM-PROOF"	"CHG-B1"	"CHG-B1.SIMPLEX.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`directionalHGObjective;SecondOrderPhonologyVerification`Private`monotoneDecreaseObjective"	3	13	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B1.CONVEX.03.WOLFRAM-PROOF"	"CHG-B1"	"CHG-B1.CONVEX.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	13	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B2.ASSUMPTIONS.01.WOLFRAM-PROOF"	"CHG-B2"	"CHG-B2.ASSUMPTIONS.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	8	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B2.KKT.02.WOLFRAM-PROOF"	"CHG-B2"	"CHG-B2.KKT.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	11	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B2.EXTENSION.03.WOLFRAM-PROOF"	"CHG-B2"	"CHG-B2.EXTENSION.03"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	15	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B2.BOUNDARY.04.WOLFRAM-PROOF"	"CHG-B2"	"CHG-B2.BOUNDARY.04"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile;SecondOrderPhonologyVerification`Private`supportIndexExact"	8	15	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CHG-B2.ANCHORS.05.WOLFRAM-PROOF"	"CHG-B2"	"CHG-B2.ANCHORS.05"	"ExactConstructivePass"	"ConstructiveWitnessProof"	"SecondOrderPhonologyVerification`Private`quadraticProfile;SecondOrderPhonologyVerification`Private`supportIndexExact"	8	4	true	"ConstructiveWitnessProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the explicit witness, map, profile, matrix, or counterexample. | Evaluate every defining predicate and verify that the witness has the declared type and lies in the declared domain."
"CHG-B3.UNSATURATED.01.WOLFRAM-PROOF"	"CHG-B3"	"CHG-B3.UNSATURATED.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`exactProfileFromDecreases;SecondOrderPhonologyVerification`Private`quadraticUnsaturatedDecreases"	2	10	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B3.SATURATED.02.WOLFRAM-PROOF"	"CHG-B3"	"CHG-B3.SATURATED.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`exactProfileFromDecreases;SecondOrderPhonologyVerification`Private`quadraticSaturatedDecreases"	3	8	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B3.SUPPORT.03.WOLFRAM-PROOF"	"CHG-B3"	"CHG-B3.SUPPORT.03"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`quadraticSupportIndex"	1	12	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CHG-B3.PROJECTION.04.WOLFRAM-PROOF"	"CHG-B3"	"CHG-B3.PROJECTION.04"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	11	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B4.LITTLEO.01.WOLFRAM-PROOF"	"CHG-B4"	"CHG-B4.LITTLEO.01"	"ReductionProofPass"	"FiniteReductionProof"	""	0	9	true	"FiniteReductionProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Verify the explicit reduction map, its totality, restrictions, sign correspondence, uniqueness or tag clauses, and encoded size bound. | Reject a reduction that preserves only the sampled instances or only the final Boolean without its stated side conditions."
"CHG-B4.QUADRATIC.02.WOLFRAM-PROOF"	"CHG-B4"	"CHG-B4.QUADRATIC.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	15	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B5.ENDPOINTS.01.WOLFRAM-PROOF"	"CHG-B5"	"CHG-B5.ENDPOINTS.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	""	0	14	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CHG-B5.REPAIR.02.WOLFRAM-PROOF"	"CHG-B5"	"CHG-B5.REPAIR.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	""	0	11	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B6.CLASSIFY.01.WOLFRAM-PROOF"	"CHG-B6"	"CHG-B6.CLASSIFY.01"	"ExhaustiveFinitePass"	"FiniteEnumerationProof"	"SecondOrderPhonologyVerification`Private`latticeAllBackStatus"	1	4	true	"FiniteEnumerationProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Reconstruct the declared finite domain and independently visit every member exactly once. | Recompute each predicate, partition, relation, count, or aggregate and verify completeness and duplicate-free coverage."
"CHG-B6.ONESTEP.02.WOLFRAM-PROOF"	"CHG-B6"	"CHG-B6.ONESTEP.02"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`directionalHGObjective"	2	16	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
"CHG-B7.GAUGE.01.WOLFRAM-PROOF"	"CHG-B7"	"CHG-B7.GAUGE.01"	"ExactSymbolicPass"	"ExactSymbolicProof"	"SecondOrderPhonologyVerification`Private`directionalHGObjective"	2	11	true	"ExactSymbolicProof"	"Parse the tagged neutral AST without evaluating Wolfram Language text. | Reject opaque atoms and inexact real nodes in a mandatory exact proof record. | Resolve every package dependency through an independently implemented and versioned Python translation registry. | Recompute the proof-goal result from the neutral expression and source-transcribed constants; do not trust the exported Wolfram result or pass flag. | Compare recomputed actual and expected values by typed canonical structural equality. | Normalize the exact arithmetic or symbolic identity under the explicitly encoded assumptions. | Verify all denominators, domains, strict boundaries, and branch conditions before accepting the equality or inequality."
