outer_fold,root,stratum,inner_fold
2,meqbere,FF|true,2
2,mersiye,FF|true,0
2,mertiwe,FF|true,2
2,mesle,FF|true,1
2,meyxana,BB|true,0
2,miniatyura,BB|false,0
2,molla,BB|false,0
2,mora,BB|false,2
2,mu'essese,FF|false,1
2,mudaxile,BF|false,2
2,muhasire,BF|false,0
2,mulahize,BF|false,0
2,muma,BB|false,2
2,munazire,BF|false,1
2,muncha,BB|false,1
2,muqawa,BB|false,1
2,mélodiye,BF|false,1
2,möjize,FF|false,0
2,nahiye,BF|true,1
2,nale,BF|true,1
2,namayende,FF|true,1
2,natura,BB|false,2
2,nawayxana,BB|true,1
2,naxsha,BB|true,2
2,nesebname,BF|true,1
2,neshe,FF|true,0
2,netije,FF|true,1
2,newre,FF|true,1
2,nezme,FF|true,1
2,nota,BB|false,1
2,noxta,BB|false,2
2,orbita,BB|false,2
2,orda,BB|false,0
2,orma,BB|false,0
2,otunxana,BB|false,0
2,oyma,BB|false,1
2,pada,BB|true,1
2,pahishixana,BB|true,1
2,palata,BB|true,0
2,palla,BB|true,2
2,palta,BB|true,0
2,pana,BB|true,2
2,parische,BF|true,0
2,parsche,BF|true,1
2,parta,BB|true,1
2,partiye,BF|true,1
2,pasha,BB|true,1
2,pasxa,BB|true,1
2,payda,BB|true,0
2,pede,FF|true,2
2,pelle,FF|true,2
2,pelsepe,FF|true,2
2,penje,FF|true,2
2,perde,FF|true,2
2,perishte,FF|true,2
2,perwane,BF|true,2
2,pete,FF|true,0
2,petiwa,FB|true,0
2,peyshenbe,FF|true,2
2,piroza,BB|false,1
2,pochta,BB|false,0
2,pochtixana,BB|false,2
2,potla,BB|false,2
2,pozitsiye,BF|false,0
2,programma,BB|false,1
2,proza,BB|false,2
2,qa'ide,BF|true,2
2,qacha,BB|true,0
2,qamaqxana,BB|true,2
2,qamcha,BB|true,2
2,qapiye,BF|true,0
2,qarawulxana,BB|false,1
2,qasha,BB|true,1
2,qassapxana,BB|true,0
2,qawaqxana,BB|true,2
2,qaza,BB|true,1
2,qazanxana,BB|true,0
2,qebile,FF|true,0
2,qebre,FF|true,2
2,qehwexana,BB|true,2
2,qetre,FF|true,2
2,qimarxana,BB|true,0
2,qobulxana,BB|false,2
2,qomanda,BB|false,0
2,qorma,BB|false,1
2,qoza,BB|false,2
2,quda,BB|false,2
2,qure,BF|false,0
2,qurulma,BB|false,2
2,qushxana,BB|false,0
2,risale,BF|true,2
2,rota,BB|false,1
2,ruda,BB|false,2
2,rémontxana,BB|false,2
2,sada,BB|true,2
2,sahabe,BF|true,1
2,sahe,BF|true,0
2,sahibxana,BB|true,0
2,samanxana,BB|true,2
2,samsixana,BB|true,1
2,sapa,BB|true,0
2,saqchixana,BB|true,0
2,sarasime,BF|true,2
2,satira,BB|true,2
2,satirashxana,BB|true,0
2,saye,BF|true,2
2,saza,BB|true,2
2,sazende,FF|true,1
2,sehipe,FF|true,0
2,sehiye,FF|true,1
2,sehne,FF|true,0
2,sehra,FB|true,1
2,sejde,FF|true,0
2,sepsete,FF|true,1
2,serkerde,FF|true,0
2,serlewhe,FF|true,0
2,sewiye,FF|true,0
2,sewze,FF|true,1
2,seyle,FF|true,0
2,seyshenbe,FF|true,0
2,shala,BB|true,2
2,sharche,BF|true,2
2,sharqiratma,BB|true,2
2,shemsiye,FF|true,1
2,shenbe,FF|true,2
2,shepe,FF|true,1
2,shertname,BF|true,1
2,shikayetname,BF|true,0
2,shilepe,FF|true,2
2,shipaxana,BB|true,1
2,shiraza,BB|true,2
2,shorpa,BB|false,0
2,shota,BB|false,2
2,shoyna,BB|false,2
2,shöbe,FF|false,2
2,shübhe,FF|false,2
2,simfoniye,BF|false,1
2,sofa,BB|false,0
2,solaqxana,BB|false,2
2,soraqxana,BB|false,2
2,studiye,BF|false,1
2,sulale,BF|false,1
2,supa,BB|false,0
2,sélishturma,BB|false,0
2,sürüshte,FF|false,2
2,ta'ala,BB|true,0
2,ta'ipe,BF|true,0
2,tamaqxana,BB|true,1
2,tamozhna,BB|false,0
2,tamuzhna,BB|false,1
2,tana,BB|true,2
2,tapa,BB|true,0
2,taraza,BB|true,2
2,tartma,BB|true,0
2,tasma,BB|true,0
2,tatarche,BF|true,0
2,tawa,BB|true,2
2,tebrikname,BF|true,0
2,tejiribe,FF|true,1
2,tejribe,FF|true,2
2,tejribixana,BB|true,1
2,telepname,BF|true,1
2,tene,FF|true,1
2,tengne,FF|true,2
2,tentene,FF|true,0
2,tenterbiye,FF|true,0
2,tewbe,FF|true,1
2,tewe,FF|true,1
2,tewsiye,FF|true,2
2,texse,FF|true,0
2,tiyatirxana,BB|true,0
2,tonna,BB|false,1
2,torxana,BB|false,0
2,toxtamname,BF|false,2
2,turuba,BB|false,2
2,télégramma,BB|true,1
2,témpératura,BB|false,2
2,térritoriye,BF|false,2
2,töhmetname,BF|false,0
2,töhpe,FF|false,1
2,törelme,FF|false,1
2,türme,FF|false,0
2,tüzülme,FF|false,0
2,usta,BB|false,1
2,uwa,BB|false,1
2,uyghurche,BF|false,2
2,uyushma,BB|false,1
2,wakaletxana,BB|true,2
2,wasite,BF|true,0
2,waste,BF|true,1
2,waza,BB|true,0
2,wede,FF|true,2
2,weswese,FF|true,0
2,wezipe,FF|true,2
2,wizantiye,BF|true,2
2,xalta,BB|true,1
2,xarabe,BF|true,0
2,xelipe,FF|true,1
2,xende,FF|true,0
2,xensuche,BF|false,2
2,xenzuche,BF|false,1
2,xerite,FF|true,1
2,xese,FF|true,0
2,xetme,FF|true,1
2,xetne,FF|true,2
2,xezine,FF|true,2
2,xitayche,BF|true,0
2,xoncha,BB|false,2
2,xuda,BB|false,0
2,xulase,BF|false,1
2,xutbe,BF|false,2
2,yadname,BF|true,1
2,yala,BB|true,2
2,yara,BB|true,1
2,yataqxana,BB|true,2
2,yazma,BB|true,2
2,yekshenbe,FF|true,2
2,yilname,BF|true,1
2,yollanma,BB|false,1
2,zona,BB|false,1
2,énsiklopédiye,BF|false,0
2,ölima,FB|false,2
2,özre,FF|false,1
2,üjme,FF|false,2
2,üstqurulma,BB|false,2
3,abide,BF|true,2
3,aghriqxana,BB|true,1
3,ahale,BF|true,1
3,akadémiye,BF|true,2
3,alicha,BB|true,2
3,alla,BB|true,0
3,alma,BB|true,1
3,ana,BB|true,2
3,aptonomiye,BF|false,0
3,ara,BB|true,2
3,archa,BB|true,1
3,arghamcha,BB|true,0
3,ariye,BF|true,1
3,armiye,BF|true,1
3,ashxana,BB|true,0
3,aspirantura,BB|false,0
3,assimilyatsiye,BF|true,1
3,astane,BF|true,0
3,astronomiye,BF|false,2
3,ata,BB|true,2
3,atmosféra,BB|false,2
3,aza,BB|true,0
3,bahane,BF|true,2
3,bajxana,BB|true,1
3,bala,BB|true,2
3,bara,BB|true,2
3,bashla,BB|true,2
3,bashqarma,BB|true,1
3,bataréya,BB|true,0
3,bayanname,BF|true,2
3,baza,BB|true,1
3,belche,FF|true,0
3,bolghuche,BF|false,1
3,bomba,BB|false,1
3,bronza,BB|false,1
3,bölme,FF|false,1
3,bügünche,FF|false,1
3,chama,BB|true,1
3,chana,BB|true,2
3,changchile,BF|true,0
3,charwa,BB|true,0
3,chasa,BB|true,1
3,chaza,BB|true,1
3,chewre,FF|true,2
3,chola,BB|false,0
3,chümüle,FF|false,2
3,da'ire,BF|true,1
3,dacha,BB|true,0
3,dada,BB|true,0
3,dalda,BB|true,2
3,damolla,BB|false,0
3,dara,BB|true,0
3,depne,FF|true,2
3,derije,FF|true,2
3,dersxana,BB|true,2
3,derwaza,BB|true,2
3,derya,FB|true,0
3,dewa,FB|true,0
3,diploma,BB|false,1
3,diplomatiye,BF|false,2
3,doppa,BB|false,1
3,dorixana,BB|false,0
3,doxturxana,BB|false,1
3,doza,BB|false,2
3,du'a,BB|false,1
3,duniya,BB|false,1
3,dunya,BB|false,2
3,démokratiye,BF|false,1
3,düshenbe,FF|false,1
3,ediliye,FF|true,2
3,edliye,FF|true,2
3,ela,FB|true,2
3,elchixana,BB|true,0
3,endishe,FF|true,1
3,endize,FF|true,2
3,epsane,BF|true,1
3,erebche,FF|true,0
3,esletme,FF|true,0
3,eslihe,FF|true,2
3,eslime,FF|true,1
3,esna,FB|true,1
3,esra,FB|true,1
3,ete,FF|true,1
3,exletxana,BB|true,1
3,eyibname,BF|true,1
3,famile,BF|true,0
3,forma,BB|false,1
3,gazarma,BB|true,0
3,gende,FF|true,0
3,gewde,FF|true,2
3,ghaye,BF|true,1
3,ghelbe,FF|true,2
3,ghelibe,FF|true,2
3,ghora,BB|false,2
3,ghulghula,BB|false,0
3,ghulja,BB|false,2
3,gimnaziye,BF|true,0
3,gundixana,BB|false,0
3,guruppa,BB|false,1
3,gézitxana,BB|true,2
3,güldürmama,BB|false,0
3,güldürme,FF|false,1
3,gülxana,BB|false,1
3,hadise,BF|true,2
3,hajetxana,BB|true,1
3,hamile,BF|true,1
3,harwa,BB|true,1
3,hasa,BB|true,2
3,hawa,BB|true,2
3,hediye,FF|true,1
3,hemshire,FF|true,1
3,hepse,FF|true,0
3,hepte,FF|true,1
3,here,FF|true,0
3,hesse,FF|true,1
3,heywe,FF|true,1
3,hikaye,BF|true,1
3,himaye,BF|true,0
3,hoyla,BB|false,2
3,hujra,BB|false,2
3,hékaye,BF|true,0
3,hüjeyre,FF|false,1
3,i'ane,BF|true,2
3,ibadetxana,BB|true,2
3,ibare,BF|true,0
3,idare,BF|true,0
3,ijazetname,BF|true,1
3,ilawe,BF|true,0
3,ipade,BF|true,2
3,irade,BF|true,0
3,ishxana,BB|true,2
3,iskenje,FF|true,0
3,ispatname,BF|true,2
3,istansa,BB|true,2
3,jakarname,BF|true,1
3,jame,BF|true,0
3,jangza,BB|true,0
3,jaza,BB|true,0
3,jerimane,BF|true,1
3,jezire,FF|true,1
3,joghrapiye,BF|false,0
3,joza,BB|false,0
3,jughlanma,BB|false,2
3,jughrapiye,BF|false,0
3,juwawa,BB|false,0
3,kafédra,BB|true,0
3,kala,BB|true,0
3,kalla,BB|true,0
3,kaloriye,BF|false,2
3,kapaletname,BF|true,0
3,karta,BB|true,0
3,karxana,BB|true,2
3,kasa,BB|true,0
3,kawa,BB|true,1
3,kawapxana,BB|true,0
3,kelime,FF|true,1
3,kepe,FF|true,0
3,kepterxana,BB|true,1
3,kinaye,BF|true,1
3,kitabche,BF|true,2
3,kocha,BB|false,1
3,komanda,BB|false,2
3,kommuna,BB|false,2
3,kompaniye,BF|false,2
3,komédiye,BF|false,1
3,konsulxana,BB|false,1
3,kula,BB|false,1
3,kélishimname,BF|true,2
3,kömürxana,BB|false,2
3,körgezmixana,BB|false,2
3,körsetme,FF|false,2
3,küshende,FF|false,0
3,kütüpxana,BB|false,1
3,laboratoriye,BF|false,2
3,lale,BF|true,0
3,laza,BB|true,1
3,lehze,FF|true,1
3,lerze,FF|true,2
3,lexme,FF|true,0
3,madda,BB|true,0
3,maliye,BF|true,0
3,manta,BB|true,0
3,maqale,BF|true,2
3,mashina,BB|true,2
3,mashna,BB|true,1
3,massa,BB|true,0
3,maysa,BB|true,1
3,medrise,FF|true,1
3,mehelle,FF|true,0
3,mejlisxana,BB|true,1
3,mejmu'e,BF|false,0
3,menbe,FF|true,2
3,mepkure,BF|false,0
3,meqbere,FF|true,0
3,mersiye,FF|true,0
3,mertiwe,FF|true,1
3,mese,FF|true,2
3,mesle,FF|true,0
3,mesxire,FF|true,0
3,metbe'e,FF|true,0
3,meyde,FF|true,2
3,meyxana,BB|true,2
3,molla,BB|false,2
3,mora,BB|false,0
3,mu'amile,BF|false,1
3,mu'essese,FF|false,0
3,mudaxile,BF|false,0
3,muhasire,BF|false,0
3,mulahize,BF|false,0
3,muma,BB|false,1
3,muncha,BB|false,0
3,muqeddime,FF|false,2
3,murda,BB|false,2
3,musape,BF|false,1
3,musha'ire,BF|false,2
3,méhmanxana,BB|true,0
3,mélodiye,BF|false,2
3,möjize,FF|false,2
3,müre,FF|false,0
3,nale,BF|true,0
3,namayende,FF|true,1
3,nashta,BB|true,2
3,natura,BB|false,1
3,naxsha,BB|true,1
3,nere,FF|true,0
3,nerse,FF|true,2
3,nesebname,BF|true,2
3,neshe,FF|true,0
3,netije,FF|true,1
3,neyze,FF|true,0
3,nezeriye,FF|true,0
3,nizamname,BF|true,1
3,nota,BB|false,0
3,noxta,BB|false,1
3,olja,BB|false,2
3,opéra,BB|false,0
3,opératsiye,BF|false,1
3,orbita,BB|false,1
3,orda,BB|false,2
3,orma,BB|false,1
3,ottura,BB|false,0
3,otunxana,BB|false,2
3,oyma,BB|false,0
3,oyunxana,BB|false,0
3,pada,BB|true,2
3,pahishe,BF|true,2
3,pahishixana,BB|true,1
3,palla,BB|true,2
3,pana,BB|true,2
3,parische,BF|true,2
3,parsche,BF|true,0
3,parta,BB|true,1
3,partiye,BF|true,1
3,pasxa,BB|true,2
3,paxta,BB|true,1
3,payda,BB|true,2
3,pede,FF|true,1
3,pelsepe,FF|true,1
3,penje,FF|true,1
3,perde,FF|true,0
3,perishte,FF|true,1
3,perwane,BF|true,1
3,petiwa,FB|true,2
3,piramida,BB|true,1
3,pirogramma,BB|false,0
3,piroza,BB|false,0
3,piyale,BF|true,1
3,pochta,BB|false,2
3,pota,BB|false,1
3,potla,BB|false,1
3,pozitsiye,BF|false,1
3,péshane,BF|true,2
3,qa'ide,BF|true,2
3,qacha,BB|true,1
3,qamaqxana,BB|true,0
3,qamcha,BB|true,1
3,qapiye,BF|true,1
3,qarawulxana,BB|false,1
3,qasha,BB|true,2
3,qassapxana,BB|true,0
3,qawaqxana,BB|true,1
3,qaycha,BB|true,0
3,qaza,BB|true,2
3,qazanxana,BB|true,2
3,qebile,FF|true,2
3,qebre,FF|true,2
3,qehwexana,BB|true,0
3,qeside,FF|true,1
3,qetre,FF|true,0
3,qimarxana,BB|true,1
3,qomanda,BB|false,0
3,qorma,BB|false,0
3,qoyma,BB|false,0
3,qure,BF|false,0
3,qurulma,BB|false,2
3,qushxana,BB|false,0
3,resetxana,BB|true,1
3,reste,FF|true,2
3,rota,BB|false,2
3,rémontxana,BB|false,2
3,sada,BB|true,1
3,sahabe,BF|true,0
3,sahe,BF|true,2
3,sala,BB|true,1
3,samsixana,BB|true,0
3,sanatoriye,BF|false,2
3,sapa,BB|true,2
3,saqchixana,BB|true,0
3,sarasime,BF|true,0
3,satira,BB|true,1
3,satirashxana,BB|true,1
3,saye,BF|true,1
3,sehipe,FF|true,0
3,sehiye,FF|true,0
3,sehne,FF|true,1
3,sehra,FB|true,1
3,sejde,FF|true,0
3,serkerde,FF|true,2
3,serlewhe,FF|true,2
3,sewda,FB|true,2
3,sewiye,FF|true,0
3,sewze,FF|true,0
3,seyle,FF|true,2
3,seyshenbe,FF|true,0
3,shala,BB|true,2
3,sharche,BF|true,0
3,sharqiratma,BB|true,2
3,shemsiye,FF|true,1
3,shenbe,FF|true,2
3,shepe,FF|true,1
3,shertname,BF|true,0
3,shikayetname,BF|true,2
3,shilepe,FF|true,0
3,shiraza,BB|true,0
3,shorpa,BB|false,1
3,shota,BB|false,2
3,shoyna,BB|false,0
3,shübhe,FF|false,0
3,simfoniye,BF|false,2
3,sofa,BB|false,0
3,soraqxana,BB|false,2
3,sotxana,BB|false,1
3,studiye,BF|false,0
3,sulale,BF|false,1
3,sénariye,BF|true,2
3,sümbe,FF|false,1
3,sürüshte,FF|false,2
3,ta'ala,BB|true,1
3,tamaqxana,BB|true,0
3,tamasha,BB|true,1
3,tamozhna,BB|false,2
3,tamuzhna,BB|false,2
3,tana,BB|true,0
3,tansa,BB|true,0
3,tasma,BB|true,0
3,taxta,BB|true,2
3,tejiribe,FF|true,1
3,tejribe,FF|true,2
3,tejribixana,BB|true,2
3,teklipname,BF|true,2
3,telepname,BF|true,2
3,tenglime,FF|true,1
3,tengne,FF|true,2
3,teqdirname,BF|true,0
3,terbiye,FF|true,0
3,terjime,FF|true,1
3,teslimname,BF|true,2
3,tewbe,FF|true,1
3,tewe,FF|true,1
3,texse,FF|true,2
3,tiyatirxana,BB|true,0
3,tonna,BB|false,0
3,toqulma,BB|false,2
3,torxana,BB|false,0
3,turuba,BB|false,2
3,télégramma,BB|true,2
3,témpératura,BB|false,1
3,téritoriye,BF|false,1
3,térritoriye,BF|false,2
3,töhmetname,BF|false,2
3,törelme,FF|false,2
3,türme,FF|false,1
3,tüzülme,FF|false,0
3,usta,BB|false,1
3,ustira,BB|false,1
3,ustixana,BB|false,0
3,uwa,BB|false,2
3,uyghurche,BF|false,1
3,uyushma,BB|false,2
3,wakaletxana,BB|true,0
3,wanna,BB|true,1
3,wasite,BF|true,0
3,waste,BF|true,1
3,waza,BB|true,1
3,wede,FF|true,1
3,weswese,FF|true,2
3,wezipe,FF|true,2
3,xala,BB|true,1
3,xalta,BB|true,2
3,xarabe,BF|true,0
3,xelipe,FF|true,1
3,xenzuche,BF|false,0
3,xerite,FF|true,0
3,xese,FF|true,2
3,xetne,FF|true,2
3,xezine,FF|true,2
3,xitayche,BF|true,1
3,xoncha,BB|false,0
3,xorma,BB|false,2
3,xromosoma,BB|false,1
3,xutbe,BF|false,1
3,yala,BB|true,1
3,yara,BB|true,2
3,yazma,BB|true,0
3,yilname,BF|true,2
3,yollanma,BB|false,1
3,yunanche,BF|false,0
3,zona,BB|false,0
3,ölima,FB|false,2
3,özre,FF|false,0
3,üjme,FF|false,2
3,üsküne,FF|false,0
4,a'ile,BF|true,0
4,abide,BF|true,0
4,aha,BB|true,2
4,akadémiye,BF|true,0
4,alicha,BB|true,2
4,alla,BB|true,0
4,amma,BB|true,1
4,antanta,BB|true,0
4,aptonomiye,BF|false,0
4,ara,BB|true,1
4,archa,BB|true,0
4,arghamcha,BB|true,0
4,ariye,BF|true,2
4,armiye,BF|true,2
4,ashxana,BB|true,0
4,aspirantura,BB|false,1
4,assimilyatsiye,BF|true,0
4,astane,BF|true,0
4,astronomiye,BF|false,2
4,ata,BB|true,1
4,atmosféra,BB|false,0
4,aza,BB|true,1
4,bade,BF|true,2
4,baha,BB|true,1
4,bala,BB|true,1
4,bara,BB|true,2
4,bashla,BB|true,2
4,bashqarma,BB|true,2
4,basmixana,BB|true,2
4,bayanname,BF|true,2
4,baywechche,FF|true,0
4,baza,BB|true,1
4,belche,FF|true,2
4,birleshme,FF|true,2
4,bola,BB|false,0
4,bolghuche,BF|false,1
4,bronza,BB|false,1
4,budda,BB|false,2
4,bölme,FF|false,0
4,böre,FF|false,2
4,bügünche,FF|false,2
4,chama,BB|true,1
4,changchile,BF|true,0
4,charshenbe,FF|true,2
4,chasa,BB|true,1
4,chaza,BB|true,2
4,chelle,FF|true,0
4,chewre,FF|true,1
4,chola,BB|false,0
4,chümüle,FF|false,0
4,chüshenche,FF|false,1
4,da'ire,BF|true,0
4,dacha,BB|true,2
4,dada,BB|true,2
4,daire,BF|true,1
4,dala,BB|true,1
4,dalda,BB|true,1
4,damolla,BB|false,0
4,dara,BB|true,1
4,debdebe,FF|true,1
4,depne,FF|true,2
4,derije,FF|true,0
4,dersxana,BB|true,0
4,derwaza,BB|true,0
4,desmaye,BF|true,1
4,dewa,FB|true,0
4,diplomatiye,BF|false,1
4,doppa,BB|false,0
4,dorixana,BB|false,0
4,doxturxana,BB|false,1
4,du'a,BB|false,1
4,dunya,BB|false,2
4,ediliye,FF|true,0
4,ehdiname,BF|true,2
4,elchixana,BB|true,1
4,en'ene,FF|true,0
4,endishe,FF|true,2
4,endize,FF|true,0
4,epsane,BF|true,1
4,esletme,FF|true,2
4,eslihe,FF|true,1
4,eslime,FF|true,1
4,esna,FB|true,2
4,esra,FB|true,2
4,exletxana,BB|true,1
4,eza,FB|true,1
4,famile,BF|true,0
4,figura,BB|false,0
4,formula,BB|false,2
4,fédératsiye,BF|true,1
4,gazarma,BB|true,2
4,geme,FF|true,1
4,gende,FF|true,2
4,gewde,FF|true,0
4,ghalcha,BB|true,2
4,ghaye,BF|true,2
4,ghelibe,FF|true,0
4,ghulghula,BB|false,2
4,ghulja,BB|false,2
4,gimnaziye,BF|true,1
4,guruppa,BB|false,2
4,guwahname,BF|false,0
4,güldürmama,BB|false,0
4,güldürme,FF|false,0
4,hadise,BF|true,2
4,hajetxana,BB|true,2
4,hamile,BF|true,2
4,hawa,BB|true,1
4,hawale,BF|true,0
4,hediye,FF|true,0
4,hemshire,FF|true,0
4,hemze,FF|true,1
4,hepse,FF|true,1
4,hepte,FF|true,1
4,hesse,FF|true,2
4,hujra,BB|false,0
4,i'ane,BF|true,2
4,ibadetxana,BB|true,0
4,ibare,BF|true,2
4,idare,BF|true,2
4,ijare,BF|true,0
4,ijazetname,BF|true,0
4,ilawe,BF|true,2
4,irade,BF|true,0
4,ishxana,BB|true,0
4,iskenje,FF|true,2
4,ispatname,BF|true,1
4,istansa,BB|true,1
4,jangza,BB|true,0
4,jaza,BB|true,0
4,jerimane,BF|true,0
4,jezire,FF|true,1
4,joghrapiye,BF|false,2
4,joza,BB|false,1
4,juwawa,BB|false,1
4,kala,BB|true,1
4,kalla,BB|true,2
4,kaloriye,BF|false,2
4,kana,BB|true,0
4,kapaletname,BF|true,0
4,karta,BB|true,0
4,karxana,BB|true,0
4,kasa,BB|true,0
4,kashila,BB|true,2
4,kassa,BB|true,0
4,katégoriye,BF|false,1
4,kawa,BB|true,1
4,kawapxana,BB|true,0
4,kelime,FF|true,0
4,kepe,FF|true,0
4,kepterxana,BB|true,2
4,kinaye,BF|true,1
4,kinoxana,BB|false,2
4,kitabche,BF|true,0
4,kitabxana,BB|true,1
4,kocha,BB|false,0
4,komanda,BB|false,2
4,kommuna,BB|false,1
4,kompaniye,BF|false,0
4,komédiye,BF|false,1
4,konsulxana,BB|false,1
4,kopiye,BF|false,1
4,koza,BB|false,0
4,kula,BB|false,2
4,kutupxana,BB|false,0
4,kélishimname,BF|true,0
4,körgezme,FF|false,1
4,körsetme,FF|false,1
4,kötüre,FF|false,2
4,küshende,FF|false,0
4,laboratoriye,BF|false,0
4,lale,BF|true,1
4,lama,BB|true,2
4,lata,BB|true,1
4,lawa,BB|true,1
4,layihe,BF|true,2
4,laza,BB|true,0
4,lehze,FF|true,1
4,lerze,FF|true,2
4,madda,BB|true,1
4,maliye,BF|true,0
4,mashina,BB|true,2
4,mashna,BB|true,0
4,massa,BB|true,2
4,medhiye,FF|true,0
4,medrise,FF|true,0
4,mehelle,FF|true,1
4,menbe,FF|true,2
4,mepkure,BF|false,2
4,mersiye,FF|true,1
4,mertiwe,FF|true,1
4,mese,FF|true,2
4,mesle,FF|true,0
4,mesxire,FF|true,1
4,metbe'e,FF|true,0
4,meyde,FF|true,0
4,miniatyura,BB|false,0
4,molla,BB|false,0
4,mora,BB|false,0
4,mu'amile,BF|false,2
4,mu'essese,FF|false,2
4,mudaxile,BF|false,2
4,muhasire,BF|false,0
4,mulahize,BF|false,0
4,muma,BB|false,1
4,munazire,BF|false,2
4,muncha,BB|false,2
4,muqawa,BB|false,2
4,muqeddime,FF|false,2
4,murda,BB|false,1
4,musape,BF|false,0
4,musha'ire,BF|false,2
4,méhmanxana,BB|true,2
4,möjize,FF|false,1
4,müre,FF|false,0
4,nahiye,BF|true,0
4,nale,BF|true,1
4,nashta,BB|true,1
4,natura,BB|false,1
4,nawayxana,BB|true,2
4,nere,FF|true,1
4,nerse,FF|true,2
4,nesebname,BF|true,2
4,netije,FF|true,2
4,newre,FF|true,2
4,neyze,FF|true,2
4,nezeriye,FF|true,0
4,nezme,FF|true,1
4,nizamname,BF|true,1
4,nota,BB|false,0
4,noxta,BB|false,1
4,olja,BB|false,0
4,opéra,BB|false,1
4,opératsiye,BF|false,2
4,orbita,BB|false,2
4,orda,BB|false,1
4,ottura,BB|false,2
4,otunxana,BB|false,2
4,oyma,BB|false,1
4,oyunxana,BB|false,2
4,pada,BB|true,0
4,pahishe,BF|true,2
4,palata,BB|true,1
4,palla,BB|true,0
4,palta,BB|true,1
4,pana,BB|true,2
4,parische,BF|true,1
4,parta,BB|true,2
4,partiye,BF|true,1
4,pasha,BB|true,0
4,paxta,BB|true,0
4,payda,BB|true,2
4,pede,FF|true,2
4,pelle,FF|true,1
4,pelsepe,FF|true,2
4,perde,FF|true,0
4,perishte,FF|true,0
4,perwane,BF|true,0
4,pete,FF|true,2
4,petiwa,FB|true,2
4,peyshenbe,FF|true,1
4,piramida,BB|true,0
4,pirogramma,BB|false,1
4,piroza,BB|false,2
4,piyale,BF|true,2
4,pochta,BB|false,2
4,pochtixana,BB|false,2
4,pota,BB|false,2
4,programma,BB|false,0
4,proza,BB|false,1
4,péshane,BF|true,1
4,qamaqxana,BB|true,0
4,qamcha,BB|true,1
4,qapiye,BF|true,1
4,qarawulxana,BB|false,1
4,qasha,BB|true,0
4,qassapxana,BB|true,1
4,qawaqxana,BB|true,0
4,qaycha,BB|true,2
4,qaza,BB|true,0
4,qazanxana,BB|true,0
4,qeside,FF|true,0
4,qetre,FF|true,2
4,qimarxana,BB|true,2
4,qobulxana,BB|false,2
4,qorma,BB|false,1
4,qoyma,BB|false,0
4,qoza,BB|false,2
4,quda,BB|false,0
4,qure,BF|false,1
4,qurulma,BB|false,2
4,qushxana,BB|false,1
4,resetxana,BB|true,0
4,reste,FF|true,1
4,risale,BF|true,1
4,ruda,BB|false,0
4,rémontxana,BB|false,2
4,sada,BB|true,0
4,sahe,BF|true,1
4,sahibxana,BB|true,0
4,sala,BB|true,2
4,samanxana,BB|true,1
4,samsixana,BB|true,0
4,sanatoriye,BF|false,0
4,saqchixana,BB|true,2
4,satira,BB|true,2
4,satirashxana,BB|true,2
4,saye,BF|true,1
4,saza,BB|true,2
4,sazende,FF|true,2
4,sehiye,FF|true,0
4,sehne,FF|true,1
4,sehra,FB|true,1
4,sepsete,FF|true,1
4,serkerde,FF|true,2
4,sewda,FB|true,0
4,sewiye,FF|true,1
4,sewze,FF|true,1
4,seyle,FF|true,1
4,sharche,BF|true,2
4,sharqiratma,BB|true,0
4,shenbe,FF|true,2
4,shepe,FF|true,0
4,shikayetname,BF|true,0
4,shilepe,FF|true,1
4,shipaxana,BB|true,1
4,shiraza,BB|true,2
4,shota,BB|false,2
4,shoyna,BB|false,2
4,shöbe,FF|false,2
4,simfoniye,BF|false,0
4,solaqxana,BB|false,0
4,soraqxana,BB|false,1
4,sotxana,BB|false,2
4,supa,BB|false,1
4,sélishturma,BB|false,2
4,sénariye,BF|true,2
4,sümbe,FF|false,1
4,sürüshte,FF|false,1
4,ta'ala,BB|true,1
4,ta'ipe,BF|true,2
4,tamaqxana,BB|true,2
4,tamasha,BB|true,0
4,tamozhna,BB|false,1
4,tana,BB|true,1
4,tansa,BB|true,1
4,tapa,BB|true,2
4,taraza,BB|true,1
4,tartma,BB|true,1
4,tatarche,BF|true,2
4,tawa,BB|true,2
4,taxta,BB|true,2
4,tebrikname,BF|true,1
4,tejribixana,BB|true,0
4,teklipname,BF|true,2
4,telepname,BF|true,1
4,tene,FF|true,0
4,tenglime,FF|true,1
4,tengne,FF|true,0
4,tentene,FF|true,0
4,tenterbiye,FF|true,0
4,teqdirname,BF|true,2
4,terbiye,FF|true,1
4,terjime,FF|true,2
4,teslimname,BF|true,1
4,tewbe,FF|true,0
4,tewsiye,FF|true,2
4,texse,FF|true,0
4,tiyatirxana,BB|true,1
4,tonna,BB|false,1
4,toqulma,BB|false,1
4,torxana,BB|false,0
4,toxtamname,BF|false,1
4,turuba,BB|false,2
4,téritoriye,BF|false,2
4,térritoriye,BF|false,0
4,töhmetname,BF|false,1
4,töhpe,FF|false,0
4,türme,FF|false,1
4,usta,BB|false,1
4,ustira,BB|false,1
4,ustixana,BB|false,0
4,uwa,BB|false,0
4,uyghurche,BF|false,1
4,wanna,BB|true,1
4,waste,BF|true,0
