"inventory_number"	"cell"	"target_hanzi_interval_1based"	"occurrence_ordinal_within_cell"	"construction_scope_class"	"original_predicted_category"	"original_observed_category"	"original_decision"	"corrected_predicted_category"	"corrected_decision"
12611	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
12710	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
12887	"ORDINAL"	12	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T2"	"COUNTEREXAMPLE"	"YI_T1"	"COUNTEREXAMPLE"
12918	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
12922	"BARE"	19	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13044	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13087	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13144	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13148	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13176	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13199	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13394	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13439	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13445	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13454	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13492	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13624	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13665	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13775	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13791	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13856	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13862	"BARE"	18	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
13967	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14040	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14123	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14166	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14202	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14234	"BARE"	14	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14377	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14399	"BARE"	14	1	"AMBIGUOUS_OR_OUTSIDE_SCOPE"	"YI_T2"	"YI_T2"	"MATCH"	"NO_PREDICTION"	"NO_CONCLUSION_SCOPE"
14432	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T4"	"COUNTEREXAMPLE"	"YI_T2"	"COUNTEREXAMPLE"
14450	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14516	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14656	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14656	"BARE"	11	2	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14676	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14716	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14721	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14763	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14796	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14832	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14844	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14885	"BARE"	16	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14891	"ORDINAL"	3	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
14921	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
14935	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15175	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15197	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15402	"BARE"	20	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15559	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15587	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15649	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15712	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15727	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15770	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15810	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
15907	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16239	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16311	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16322	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16361	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16373	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16467	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16509	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16590	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16594	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16601	"ORDINAL"	11	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
16768	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16834	"ORDINAL"	6	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
16869	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
16943	"ORDINAL"	3	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
16959	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17147	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17166	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17176	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17180	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17183	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17210	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17287	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17289	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17310	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17328	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17402	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17462	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17495	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17501	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17528	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17549	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17566	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17659	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17670	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17694	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17705	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17767	"BARE"	3	1	"CLEAR_COMPLEX_LAST_DIGIT"	"YI_T2"	"YI_T1"	"COUNTEREXAMPLE"	"YI_T1"	"MATCH"
17938	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17959	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
17970	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18015	"BARE"	17	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18015	"BARE"	20	2	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18043	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18126	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18164	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18307	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18331	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18371	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18377	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18378	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18386	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18407	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18408	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18410	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18467	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18491	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18500	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18514	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18631	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18753	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18810	"BARE"	18	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
18847	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19023	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19131	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19274	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19284	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19413	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19498	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19598	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19628	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19644	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19651	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19862	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19878	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19904	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19904	"BARE"	21	2	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19919	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
19924	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20055	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20103	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20108	"BARE"	18	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20149	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T1"	"COUNTEREXAMPLE"	"YI_T2"	"COUNTEREXAMPLE"
20174	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20406	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20420	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20421	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20442	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20445	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20453	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20544	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20597	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20684	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20719	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20757	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20790	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20816	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20820	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
20833	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21061	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21064	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21091	"BARE"	13	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21145	"BARE"	5	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21145	"BARE"	8	2	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21148	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21162	"ORDINAL"	18	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
21349	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21413	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21419	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21514	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21572	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21677	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21680	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21727	"BARE"	6	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21755	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21769	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21772	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21802	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21874	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21880	"BARE"	2	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21896	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21924	"BARE"	18	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
21984	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22061	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22146	"ORDINAL"	6	1	"ORDINAL_ABSOLUTE"	"YI_T1"	"YI_T1"	"MATCH"	"YI_T1"	"MATCH"
22218	"BARE"	17	1	"CLEAR_COMPLEX_LAST_DIGIT"	"YI_T2"	"YI_T1"	"COUNTEREXAMPLE"	"YI_T1"	"MATCH"
22383	"BARE"	3	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22529	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22535	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22563	"BARE"	15	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22665	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22691	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22864	"BARE"	9	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22891	"BARE"	10	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
22957	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23177	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23222	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23236	"BARE"	8	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23262	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23326	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23327	"BARE"	19	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23358	"BARE"	13	1	"AMBIGUOUS_OR_OUTSIDE_SCOPE"	"YI_T2"	"YI_T2"	"MATCH"	"NO_PREDICTION"	"NO_CONCLUSION_SCOPE"
23363	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23367	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23369	"BARE"	11	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23410	"BARE"	4	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23436	"BARE"	12	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
23442	"BARE"	7	1	"CLEAR_SIMPLEX"	"YI_T2"	"YI_T2"	"MATCH"	"YI_T2"	"MATCH"
